"","place","ward","dist_suffix","dist_nosuffix","pwd","wd","Ward_N","Dist20_N","Region20_N","Dist20_nosuffix","wdr20","wd20","pwd.dist","wd.dist","dist","dist_sum","accept","is.ward","is.district","Dist20_N.b","Region20_N.b","Dist20_nosuffix.b","Ward_N.b","accept.b","accept.c"
"1078","miomboni","mofu","mlimba.dc","mlimba","miomboni-mofu-mlimba","mofu-mlimba","mofu","kilombero.dc","morogoro","kilombero","mofu-kilombero-morogoro","mofu-kilombero",0.402619843924192,0.216690716690717,NA,0.619310560614909,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","miomboni","mofu","ulanga.dc","ulanga","miomboni-mofu-ulanga","mofu-ulanga","lupiro","ulanga.dc","morogoro","ulanga","lupiro-ulanga-morogoro","lupiro-ulanga",0.394055944055944,0.2002072002072,NA,0.594263144263144,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","miomboni.nyumbani","mofu","mlimba.dc","mlimba","miomboni.nyumbani-mofu-mlimba","mofu-mlimba","muambe","mkoani","kusini.pemba","mkoani","muambe-mkoani-kusini.pemba","muambe-mkoani",0.327493136023082,0.323280885780886,NA,0.650774021803967,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","mipiayi","nkololo","bariadi.dc","bariadi","mipiayi-nkololo-bariadi","nkololo-bariadi","nkololo","bariadi.dc","simiyu","bariadi","nkololo-bariadi-simiyu","nkololo-bariadi",0.281217976870151,0,NA,0.281217976870151,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1082","mipururu","usangule","malinyi.dc","malinyi","mipururu-usangule-malinyi","usangule-malinyi","usangule","malinyi.dc","morogoro","malinyi","usangule-malinyi-morogoro","usangule-malinyi",0.344074074074074,0,NA,0.344074074074074,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1083","mirazini","itete","malinyi.dc","malinyi","mirazini-itete-malinyi","itete-malinyi","itete","malinyi.dc","morogoro","malinyi","itete-malinyi-morogoro","itete-malinyi",0.378787878787879,0,NA,0.378787878787879,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1084","mirewe","mchauru","masasi.dc","masasi","mirewe-mchauru-masasi","mchauru-masasi","mchauru","masasi.dc","mtwara","masasi","mchauru-masasi-mtwara","mchauru-masasi",0.283846872082166,0,NA,0.283846872082166,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1085","mirimba","kibaoni","mpimbwe.dc","mpimbwe","mirimba-kibaoni-mpimbwe","kibaoni-mpimbwe","kibaoni","mpimbwe.dc","katavi","mpimbwe","kibaoni-mpimbwe-katavi","kibaoni-mpimbwe",0.29047723612941,0,NA,0.29047723612941,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1086","mirinda","kapalamsenga","tanganyika.dc","tanganyika","mirinda-kapalamsenga-tanganyika","kapalamsenga-tanganyika","kapalamsenga","mpanda.dc","katavi","mpanda","kapalamsenga-mpanda-katavi","kapalamsenga-mpanda",0.253687620623105,0.154080854309687,NA,0.407768474932792,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","mirumba","kibaoni","mpimbwe.dc","mpimbwe","mirumba-kibaoni-mpimbwe","kibaoni-mpimbwe","kibaoni","mpimbwe.dc","katavi","mpimbwe","kibaoni-mpimbwe-katavi","kibaoni-mpimbwe",0.29047723612941,0,NA,0.29047723612941,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1088","misasi","miaasi","misungwi.dc","misungwi","misasi-miaasi-misungwi","miaasi-misungwi","masasi","misungwi.dc","mwanza","misungwi","masasi-misungwi-mwanza","masasi-misungwi",0.213804713804714,0.127777777777778,NA,0.341582491582492,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1089","misasi","misaai","misungwi.dc","misungwi","misasi-misaai-misungwi","misaai-misungwi","masasi","misungwi.dc","mwanza","misungwi","masasi-misungwi-mwanza","masasi-misungwi",0.204545454545454,0.127777777777778,NA,0.332323232323232,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1090","misasi","misasi","misungwi.dc","misungwi","misasi-misasi-misungwi","misasi-misungwi","masasi","misungwi.dc","mwanza","misungwi","masasi-misungwi-mwanza","masasi-misungwi",0.229946524064171,0.187301587301587,NA,0.417248111365758,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1091","misechela","chiungutwa","masasi.dc","masasi","misechela-chiungutwa-masasi","chiungutwa-masasi","chiungutwa","masasi.dc","mtwara","masasi","chiungutwa-masasi-mtwara","chiungutwa-masasi",0.291975308641975,0,NA,0.291975308641975,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1092","misechele","chiungutwa","masasi.dc","masasi","misechele-chiungutwa-masasi","chiungutwa-masasi","chiungutwa","masasi.dc","mtwara","masasi","chiungutwa-masasi-mtwara","chiungutwa-masasi",0.334876543209877,0,NA,0.334876543209877,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1093","misegese","malinyi","malinyi.dc","malinyi","misegese-malinyi-malinyi","malinyi-malinyi","malinyi","malinyi.dc","morogoro","malinyi","malinyi-malinyi-morogoro","malinyi-malinyi",0.331699346405229,0,NA,0.331699346405229,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1094","misichele","chiungutwa","masasi.dc","masasi","misichele-chiungutwa-masasi","chiungutwa-masasi","chiungutwa","masasi.dc","mtwara","masasi","chiungutwa-masasi-mtwara","chiungutwa-masasi",0.334876543209877,0,NA,0.334876543209877,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1095","misufini.uhuru.park","misufini","morogoro.cc.mc.tc","morogoro","misufini.uhuru.park-misufini-morogoro","misufini-morogoro","misufini","songea.mc","ruvuma","songea","misufini-songea-ruvuma","misufini-songea",0.324565206918148,0.206535947712418,NA,0.531101154630567,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096","mitalula","itete.njiwa","malinyi.dc","malinyi","mitalula-itete.njiwa-malinyi","itete.njiwa-malinyi","itete","malinyi.dc","morogoro","malinyi","itete-malinyi-morogoro","itete-malinyi",0.395021645021645,0.195006747638327,NA,0.590028392659972,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1097","mitesa","mitesa","masasi.dc","masasi","mitesa-mitesa-masasi","mitesa-masasi","mlingula","masasi.dc","mtwara","masasi","mlingula-masasi-mtwara","mlingula-masasi",0.316450216450216,0.188034188034188,NA,0.504484404484404,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","mitesa","namalenga","masasi.dc","masasi","mitesa-namalenga-masasi","namalenga-masasi","namalenga","masasi.dc","mtwara","masasi","namalenga-masasi-mtwara","namalenga-masasi",0.265064836003051,0,NA,0.265064836003051,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1099","mitobo","burabujiga","bariadi.cc.mc.tc","bariadi","mitobo-burabujiga-bariadi","burabujiga-bariadi","bumbwisudi","magharibi.a","mjini.magharibi","magharibi.a","bumbwisudi-magharibi.a-mjini.magharibi","bumbwisudi-magharibi.a",0.324290271132376,0.261616161616162,NA,0.585906432748538,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","mitobo","mdalabujiga","itilima.dc","itilima","mitobo-mdalabujiga-itilima","mdalabujiga-itilima","budalabujiga","itilima.dc","simiyu","itilima","budalabujiga-itilima-simiyu","budalabujiga-itilima",0.264525597858931,0.0971734892787524,NA,0.361699087137684,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1101","mitonji","mbuyuni","masasi.dc","masasi","mitonji-mbuyuni-masasi","mbuyuni-masasi","mbuyuni","masasi.dc","mtwara","masasi","mbuyuni-masasi-mtwara","mbuyuni-masasi",0.32652417027417,0,NA,0.32652417027417,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1102","mitumbati","mitumbati","mitumbati.dc","mitumbati","mitumbati-mitumbati-mitumbati","mitumbati-mitumbati","matumbi","madaba.dc","ruvuma","madaba","matumbi-madaba-ruvuma","matumbi-madaba",0.312123700054735,0.272385509227615,NA,0.584509209282349,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","mitumbati","mkonona","mkonona.dc","mkonona","mitumbati-mkonona-mkonona","mkonona-mkonona","mkonona","nanyumbu.dc","mtwara","nanyumbu","mkonona-nanyumbu-mtwara","mkonona-nanyumbu",0.340682011935209,0.191666666666667,NA,0.532348678601876,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","mitumbati","mkonona","nanyumbu.dc","nanyumbu","mitumbati-mkonona-nanyumbu","mkonona-nanyumbu","mkonona","nanyumbu.dc","mtwara","nanyumbu","mkonona-nanyumbu-mtwara","mkonona-nanyumbu",0.270401337792642,0,NA,0.270401337792642,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1105","mitumbatu","mkonona","nanyumbu.dc","nanyumbu","mitumbatu-mkonona-nanyumbu","mkonona-nanyumbu","mkonona","nanyumbu.dc","mtwara","nanyumbu","mkonona-nanyumbu-mtwara","mkonona-nanyumbu",0.270401337792642,0,NA,0.270401337792642,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1106","miula","miula","nkasi.dc","nkasi","miula-miula-nkasi","miula-nkasi","isale","nkasi.dc","rukwa","nkasi","isale-nkasi-rukwa","isale-nkasi",0.321078431372549,0.158249158249158,NA,0.479327589621707,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","miwangani.idete","namwawala","mlimba.dc","mlimba","miwangani.idete-namwawala-mlimba","namwawala-mlimba","mwang.halanga","kwimba.dc","mwanza","kwimba","mwang.halanga-kwimba-mwanza","mwang.halanga-kwimba",0.280813875469673,0.281730769230769,NA,0.562544644700442,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","miyagala","sibwesa","tanganyika.dc","tanganyika","miyagala-sibwesa-tanganyika","sibwesa-tanganyika","sibwesa","mpanda.dc","katavi","mpanda","sibwesa-mpanda-katavi","sibwesa-mpanda",0.316137566137566,0.201058201058201,NA,0.517195767195767,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","miyomboni","mofu","mlimba.dc","mlimba","miyomboni-mofu-mlimba","mofu-mlimba","miyombweni","mbarali.dc","mbeya","mbarali","miyombweni-mbarali-mbeya","miyombweni-mbarali",0.232142857142857,0.380260942760943,NA,0.6124037999038,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","miyombweni","mapogoro","mbarali.dc","mbarali","miyombweni-mapogoro-mbarali","mapogoro-mbarali","mapogoro","mbarali.dc","mbeya","mbarali","mapogoro-mbarali-mbeya","mapogoro-mbarali",0.275056116722784,0,NA,0.275056116722784,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1111","miyombweni","miyombweni","mbarali.dc","mbarali","miyombweni-miyombweni-mbarali","miyombweni-mbarali","miyombweni","mbarali.dc","mbeya","mbarali","miyombweni-mbarali-mbeya","miyombweni-mbarali",0.162564551057804,0,NA,0.162564551057804,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1112","miyula","kate","namanyere.dc","namanyere","miyula-kate-namanyere","kate-namanyere","nyatukala","sengerema.dc","mwanza","sengerema","nyatukala-sengerema-mwanza","nyatukala-sengerema",0.289072039072039,0.253759398496241,NA,0.54283143756828,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","mizunguko","ikuba","mpimbwe.dc","mpimbwe","mizunguko-ikuba-mpimbwe","ikuba-mpimbwe","ikuba","mpimbwe.dc","katavi","mpimbwe","ikuba-mpimbwe-katavi","ikuba-mpimbwe",0.324365942028985,0,NA,0.324365942028985,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1114","mji.mpya","malinyi","malinyi.dc","malinyi","mji.mpya-malinyi-malinyi","malinyi-malinyi","malinyi","malinyi.dc","morogoro","malinyi","malinyi-malinyi-morogoro","malinyi-malinyi",0.351307189542484,0,NA,0.351307189542484,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1115","mji.wa.rujewa","rujewa","mbarali.dc","mbarali","mji.wa.rujewa-rujewa-mbarali","rujewa-mbarali","rujewa","mbarali.dc","mbeya","mbarali","rujewa-mbarali-mbeya","rujewa-mbarali",0.328011204481793,0,NA,0.328011204481793,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1116","mjimpya","kanga","mvomero.dc","mvomero","mjimpya-kanga-mvomero","kanga-mvomero","kanga","mvomero.dc","morogoro","mvomero","kanga-mvomero-morogoro","kanga-mvomero",0.356854256854257,0,NA,0.356854256854257,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1117","mk.chigawe","namalenga","masasi.dc","masasi","mk.chigawe-namalenga-masasi","namalenga-masasi","namalenga","masasi.dc","mtwara","masasi","namalenga-masasi-mtwara","namalenga-masasi",0.263231347289318,0,NA,0.263231347289318,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1118","mkakatika","mpamantwa","bahi.dc","bahi","mkakatika-mpamantwa-bahi","mpamantwa-bahi","mpamantwa","bahi.dc","dodoma","bahi","mpamantwa-bahi-dodoma","mpamantwa-bahi",0.288165266106443,0,NA,0.288165266106443,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1119","mkakatika","mpamatwa","bahi.dc","bahi","mkakatika-mpamatwa-bahi","mpamatwa-bahi","mpamantwa","bahi.dc","dodoma","bahi","mpamantwa-bahi-dodoma","mpamantwa-bahi",0.316231021394065,0.0238095238095237,NA,0.340040545203589,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1120","mkalenda","mkalenda","newala.dc","newala","mkalenda-mkalenda-newala","mkalenda-newala","malatu","newala.dc","mtwara","newala","malatu-newala-mtwara","malatu-newala",0.275,0.200777000777001,NA,0.475777000777001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","mkandami","mawindi","mbarali.dc","mbarali","mkandami-mawindi-mbarali","mawindi-mbarali","mawindi","mbarali.dc","mbeya","mbarali","mawindi-mbarali-mbeya","mawindi-mbarali",0.251322751322751,0,NA,0.251322751322751,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1122","mkangaula","namalenga","masasi.dc","masasi","mkangaula-namalenga-masasi","namalenga-masasi","namalenga","masasi.dc","mtwara","masasi","namalenga-masasi-mtwara","namalenga-masasi",0.253734671125976,0,NA,0.253734671125976,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1123","mkangaura","namalenga","masasi.dc","masasi","mkangaura-namalenga-masasi","namalenga-masasi","namalenga","masasi.dc","mtwara","masasi","namalenga-masasi-mtwara","namalenga-masasi",0.262068004459309,0,NA,0.262068004459309,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1124","mkata","mkata","handeni.dc","handeni","mkata-mkata-handeni","mkata-handeni","mkata","handeni.dc","tanga","handeni","mkata-handeni-tanga","mkata-handeni",0.178018575851393,0,NA,0.178018575851393,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1125","mkobwe","msowelo","kilosa.dc","kilosa","mkobwe-msowelo-kilosa","msowelo-kilosa","msowero","kilosa.dc","morogoro","kilosa","msowero-kilosa-morogoro","msowero-kilosa",0.284981021394065,0.111721611721612,NA,0.396702633115677,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1126","mkochini","namawala","mlimba.dc","mlimba","mkochini-namawala-mlimba","namawala-mlimba","nyamilama","kwimba.dc","mwanza","kwimba","nyamilama-kwimba-mwanza","nyamilama-kwimba",0.267766336130181,0.183867521367521,NA,0.451633857497702,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","mkoga","madibira","mbarali.dc","mbarali","mkoga-madibira-mbarali","madibira-mbarali","madibira","mbarali.dc","mbeya","mbarali","madibira-mbarali-mbeya","madibira-mbarali",0.240031897926635,0,NA,0.240031897926635,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1128","mkokwa","mwamkulu","mpanda.dc","mpanda","mkokwa-mwamkulu-mpanda","mwamkulu-mpanda","nsemulwa","mpanda.mc","katavi","mpanda","nsemulwa-mpanda-katavi","nsemulwa-mpanda",0.345454545454546,0.216666666666667,NA,0.562121212121212,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","mkole","mkole","nkasi.dc","nkasi","mkole-mkole-nkasi","mkole-nkasi","nkomolo","nkasi.dc","rukwa","nkasi","nkomolo-nkasi-rukwa","nkomolo-nkasi",0.350361197110423,0.157226107226107,NA,0.50758730433653,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","mkole","namanyere","nkasi.dc","nkasi","mkole-namanyere-nkasi","namanyere-nkasi","namanyere","nkasi.dc","rukwa","nkasi","namanyere-nkasi-rukwa","namanyere-nkasi",0.314980158730159,0,NA,0.314980158730159,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1131","mkololo","nkololo","bariadi.dc","bariadi","mkololo-nkololo-bariadi","nkololo-bariadi","nkololo","bariadi.dc","simiyu","bariadi","nkololo-bariadi-simiyu","nkololo-bariadi",0.359025032938076,0,NA,0.359025032938076,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1132","mkolopola","lukuledi","masasi.dc","masasi","mkolopola-lukuledi-masasi","lukuledi-masasi","lukuledi","masasi.dc","mtwara","masasi","lukuledi-masasi-mtwara","lukuledi-masasi",0.320606060606061,0,NA,0.320606060606061,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1133","mkomaindo","mkomaindo","masasi.dc","masasi","mkomaindo-mkomaindo-masasi","mkomaindo-masasi","mkomaindo","masasi.tc","mtwara","masasi","mkomaindo-masasi-mtwara","mkomaindo-masasi",0.217890042832835,0,NA,0.217890042832835,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1134","mkomange","igawa","malinyi.dc","malinyi","mkomange-igawa-malinyi","igawa-malinyi","igava","mbarali.dc","mbeya","mbarali","igava-mbarali-mbeya","igava-mbarali",0.327979038505354,0.205128205128205,NA,0.53310724363356,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","mkomba","mkomba","momba.dc","momba","mkomba-mkomba-momba","mkomba-momba","mgombasi","namtumbo.dc","ruvuma","namtumbo","mgombasi-namtumbo-ruvuma","mgombasi-namtumbo",0.262322472848789,0.24281045751634,NA,0.505132930365129,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","mkombilenga","ilolompya","iringa.dc","iringa","mkombilenga-ilolompya-iringa","ilolompya-iringa","ilolo.mpya","iringa.dc","iringa","iringa","ilolo.mpya-iringa-iringa","ilolo.mpya-iringa",0.251984126984127,0.0196078431372548,NA,0.271591970121382,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1137","mkombola","chigongwe","dodoma.cc","dodoma","mkombola-chigongwe-dodoma","chigongwe-dodoma","chigongwe","dodoma.cc","dodoma","dodoma","chigongwe-dodoma-dodoma","chigongwe-dodoma",0.225175983436853,0,NA,0.225175983436853,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1138","mkondai","zanka","bahi.dc","bahi","mkondai-zanka-bahi","zanka-bahi","zanka","bahi.dc","dodoma","bahi","zanka-bahi-dodoma","zanka-bahi",0.312049606167253,0,NA,0.312049606167253,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1139","mkongeni","dakawa","mvomero.dc","mvomero","mkongeni-dakawa-mvomero","dakawa-mvomero","kanga","mvomero.dc","morogoro","mvomero","kanga-mvomero-morogoro","kanga-mvomero",0.338191699604743,0.153013653013653,NA,0.491205352618396,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","mkowe","mkowe","kalambo.dc","kalambo","mkowe-mkowe-kalambo","mkowe-kalambo","mkowe","kalambo.dc","rukwa","kalambo","mkowe-kalambo-rukwa","mkowe-kalambo",0.209429824561404,0,NA,0.209429824561404,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1141","mkudumba","newala","newala.dc","newala","mkudumba-newala-newala","newala-newala","malatu","newala.dc","mtwara","newala","malatu-newala-mtwara","malatu-newala",0.244949494949495,0.153846153846154,NA,0.398795648795649,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","mkula","mkula","busega.dc","busega","mkula-mkula-busega","mkula-busega","mkula","busega.dc","simiyu","busega","mkula-busega-simiyu","mkula-busega",0.257031467557783,0,NA,0.257031467557783,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1143","mkulabi","mpunguzi","dodoma.cc","dodoma","mkulabi-mpunguzi-dodoma","mpunguzi-dodoma","mpunguzi","dodoma.cc","dodoma","dodoma","mpunguzi-dodoma-dodoma","mpunguzi-dodoma",0.271958717610892,0,NA,0.271958717610892,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1144","mkululu","mkululu","masasi.dc","masasi","mkululu-mkululu-masasi","mkululu-masasi","mkululu","masasi.dc","mtwara","masasi","mkululu-masasi-mtwara","mkululu-masasi",0.222357503607504,0,NA,0.222357503607504,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1145","mkulwe","mkulwe","momba.dc","momba","mkulwe-mkulwe-momba","mkulwe-momba","mkulwe","momba.dc","songwe","momba","mkulwe-momba-songwe","mkulwe-momba",0.21812865497076,0,NA,0.21812865497076,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1146","mkumbwanye","boliboli","iringa.dc","iringa","mkumbwanye-boliboli-iringa","boliboli-iringa","migoli","iringa.dc","iringa","iringa","migoli-iringa-iringa","migoli-iringa",0.335470085470085,0.185625485625486,NA,0.521095571095571,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","mkundi","majembe","masasi.dc","masasi","mkundi-majembe-masasi","majembe-masasi","myamba","same.dc","kilimanjaro","same","myamba-same-kilimanjaro","myamba-same",0.333402346445825,0.192207792207792,NA,0.525610138653617,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","mkundi","mkundi","masasi.dc","masasi","mkundi-mkundi-masasi","mkundi-masasi","mkundi","masasi.dc","mtwara","masasi","mkundi-masasi-mtwara","mkundi-masasi",0.244444444444444,0,NA,0.244444444444444,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1149","mkunya","mkunya","newala.dc","newala","mkunya-mkunya-newala","mkunya-newala","mkunya","newala.tc","mtwara","newala","mkunya-newala-mtwara","mkunya-newala",0.216666666666667,0,NA,0.216666666666667,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1150","mkunyikwa","mad","mb.dc","mb","mkunyikwa-mad-mb","mad-mb","manda","rombo.dc","kilimanjaro","rombo","manda-rombo-kilimanjaro","manda-rombo",0.353864734299517,0.151515151515152,NA,0.505379885814669,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","mkunywa","madibila","mbarali.dc","mbarali","mkunywa-madibila-mbarali","madibila-mbarali","madibira","mbarali.dc","mbeya","mbarali","madibira-mbarali-mbeya","madibira-mbarali",0.282828282828283,0.108333333333333,NA,0.391161616161616,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1152","mkunywa","madibira","mbarali.dc","mbarali","mkunywa-madibira-mbarali","madibira-mbarali","madibira","mbarali.dc","mbeya","mbarali","madibira-mbarali-mbeya","madibira-mbarali",0.264021796916534,0,NA,0.264021796916534,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1153","mkuyuni","ikungulyabashashi","bariadi.dc","bariadi","mkuyuni-ikungulyabashashi-bariadi","ikungulyabashashi-bariadi","ikungulyabashashi","bariadi.dc","simiyu","bariadi","ikungulyabashashi-bariadi-simiyu","ikungulyabashashi-bariadi",0.229076479076479,0,NA,0.229076479076479,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1154","mkwaja","mkwaja","tanga.cc.mc.tc","tanga","mkwaja-mkwaja-tanga","mkwaja-tanga","mkwaja","pangani.dc","tanga","pangani","mkwaja-pangani-tanga","mkwaja-pangani",0.220175438596491,0.0992063492063492,NA,0.31938178780284,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1155","mkwapa","chiwale","masasi.dc","masasi","mkwapa-chiwale-masasi","chiwale-masasi","chiwale","masasi.dc","mtwara","masasi","chiwale-masasi-mtwara","chiwale-masasi",0.221386800334169,0,NA,0.221386800334169,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1156","mkwapa","namatute","masasi.dc","masasi","mkwapa-namatute-masasi","namatute-masasi","namatutwe","masasi.dc","mtwara","masasi","namatutwe-masasi-mtwara","namatutwe-masasi",0.232114624505929,0.0208333333333334,NA,0.252947957839262,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1157","mkwapa","namatutwe","masasi.dc","masasi","mkwapa-namatutwe-masasi","namatutwe-masasi","namatutwe","masasi.dc","mtwara","masasi","namatutwe-masasi-mtwara","namatutwe-masasi",0.216701173222912,0,NA,0.216701173222912,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1158","mkwaya","makong.onda","masasi.dc","masasi","mkwaya-makong.onda-masasi","makong.onda-masasi","mpanda.ndogo","mpanda.dc","katavi","mpanda","mpanda.ndogo-mpanda-katavi","mpanda.ndogo-mpanda",0.283778677462888,0.245126705653022,NA,0.52890538311591,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","mlamate","itekanka","nsimbo.dc","nsimbo","mlamate-itekanka-nsimbo","itekanka-nsimbo","itenka","nsimbo.dc","katavi","nsimbo","itenka-nsimbo-katavi","itenka-nsimbo",0.272463768115942,0.082905982905983,NA,0.355369751021925,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1160","mlambo","kala","nkasi.dc","nkasi","mlambo-kala-nkasi","kala-nkasi","kala","nkasi.dc","rukwa","nkasi","kala-nkasi-rukwa","kala-nkasi",0.334150326797386,0,NA,0.334150326797386,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1161","mlimafisi","mtanila","chunya.dc","chunya","mlimafisi-mtanila-chunya","mtanila-chunya","mtanila","chunya.dc","mbeya","chunya","mtanila-chunya-mbeya","mtanila-chunya",0.294281045751634,0,NA,0.294281045751634,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1162","mlombiro","mtibwa","mvomero.dc","mvomero","mlombiro-mtibwa-mvomero","mtibwa-mvomero","mtibwa","mvomero.dc","morogoro","mvomero","mtibwa-mvomero-morogoro","mtibwa-mvomero",0.247520976353928,0,NA,0.247520976353928,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1163","mlombiro.nyumbani","mtibwa","mvomero.dc","mvomero","mlombiro.nyumbani-mtibwa-mvomero","mtibwa-mvomero","mtibwa","mvomero.dc","morogoro","mvomero","mtibwa-mvomero-morogoro","mtibwa-mvomero",0.393025362318841,0,NA,0.393025362318841,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1164","mlonga.na.nyamakuyu","madibila","mbarali.dc","mbarali","mlonga.na.nyamakuyu-madibila-mbarali","madibila-mbarali","madibira","mbarali.dc","mbeya","mbarali","madibira-mbarali-mbeya","madibira-mbarali",0.422727272727273,0.108333333333333,NA,0.531060606060606,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"1165","mlowa","itunundu","iringa.dc","iringa","mlowa-itunundu-iringa","itunundu-iringa","itunundu","iringa.dc","iringa","iringa","itunundu-iringa-iringa","itunundu-iringa",0.266700619641796,0,NA,0.266700619641796,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1166","mlowa","mlowa","iringa.dc","iringa","mlowa-mlowa-iringa","mlowa-iringa","mlowa","iringa.dc","iringa","iringa","mlowa-iringa-iringa","mlowa-iringa",0.23322194374826,0,NA,0.23322194374826,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"1167","mlowo","mlowo","mbozi.dc","mbozi","mlowo-mlowo-mbozi","mlowo-mbozi","mlowo","mbozi.dc","songwe","mbozi","mlowo-mbozi-songwe","mlowo-mbozi",0.216230936819172,0,NA,0.216230936819172,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
