"ET_ID","Region_Nam","District_N","Ward_Name","region","district","ward"
1830,"Singida","Singida Urban","Mitunduru","singida","singida.urban","mitunduru"
1831,"Singida","Singida Urban","Majengo","singida","singida.urban","majengo"
1832,"Singida","Singida Urban","Umyambwa","singida","singida.urban","umyambwa"
1833,"Singida","Singida Urban","Mungu maji","singida","singida.urban","mungu.maji"
1834,"Singida","Singida Urban","Unyamikumbi","singida","singida.urban","unyamikumbi"
1835,"Singida","Singida Urban","Mtamaa","singida","singida.urban","mtamaa"
1836,"Singida","Singida Urban","Kindai","singida","singida.urban","kindai"
1837,"Singida","Singida Urban","Ipembe","singida","singida.urban","ipembe"
1838,"Singida","Singida Urban","Utemini","singida","singida.urban","utemini"
1839,"Singida","Singida Urban","Mwankoko","singida","singida.urban","mwankoko"
1840,"Singida","Singida Urban","Mandewa","singida","singida.urban","mandewa"
1841,"Singida","Singida Urban","Minga","singida","singida.urban","minga"
1842,"Singida","Singida Urban","Misuna","singida","singida.urban","misuna"
1843,"Singida","Singida Urban","Uhamaka","singida","singida.urban","uhamaka"
1844,"Singida","Ikungi","Puma","singida","ikungi","puma"
1845,"Singida","Ikungi","Kituntu","singida","ikungi","kituntu"
1846,"Singida","Ikungi","Mungaa","singida","ikungi","mungaa"
1847,"Singida","Ikungi","Siuyu","singida","ikungi","siuyu"
1848,"Singida","Ikungi","Kikio","singida","ikungi","kikio"
1849,"Singida","Ikungi","Lighwa","singida","ikungi","lighwa"
1850,"Singida","Ikungi","Misughaa","singida","ikungi","misughaa"
1851,"Singida","Ikungi","Ntuntu","singida","ikungi","ntuntu"
1852,"Singida","Ikungi","Dung'unyi","singida","ikungi","dung.unyi"
1853,"Singida","Ikungi","Mang'onyi","singida","ikungi","mang.onyi"
1854,"Singida","Ikungi","Mkiwa","singida","ikungi","mkiwa"
1855,"Singida","Ikungi","Issuna","singida","ikungi","issuna"
1856,"Singida","Ikungi","Unyahati","singida","ikungi","unyahati"
1857,"Singida","Ikungi","Ikungi","singida","ikungi","ikungi"
1858,"Singida","Ikungi","Iglansoni","singida","ikungi","iglansoni"
1859,"Singida","Ikungi","Iseke","singida","ikungi","iseke"
1860,"Singida","Ikungi","Ihanja","singida","ikungi","ihanja"
1861,"Singida","Ikungi","Minyughe","singida","ikungi","minyughe"
1862,"Singida","Ikungi","Muhintiri","singida","ikungi","muhintiri"
1863,"Singida","Ikungi","Iyumbu","singida","ikungi","iyumbu"
1864,"Singida","Ikungi","Mgungira","singida","ikungi","mgungira"
1865,"Singida","Ikungi","Mwaru","singida","ikungi","mwaru"
1866,"Singida","Ikungi","Ighombwe","singida","ikungi","ighombwe"
1867,"Singida","Ikungi","Mtunduru","singida","ikungi","mtunduru"
1868,"Singida","Ikungi","Sepuka","singida","ikungi","sepuka"
1869,"Singida","Ikungi","Irisya","singida","ikungi","irisya"
1870,"Singida","Mkalama","Mpambala","singida","mkalama","mpambala"
1871,"Singida","Mkalama","Mwangeza","singida","mkalama","mwangeza"
1872,"Singida","Mkalama","Mwanga","singida","mkalama","mwanga"
1873,"Singida","Mkalama","Nkinto","singida","mkalama","nkinto"
1874,"Singida","Mkalama","Ibaga","singida","mkalama","ibaga"
1875,"Singida","Mkalama","Gumanga","singida","mkalama","gumanga"
1876,"Singida","Mkalama","Msingi","singida","mkalama","msingi"
1877,"Singida","Mkalama","Nduguti","singida","mkalama","nduguti"
1878,"Singida","Mkalama","Ilunda","singida","mkalama","ilunda"
1879,"Singida","Mkalama","Kinyangiri","singida","mkalama","kinyangiri"
1880,"Singida","Mkalama","Iguguno","singida","mkalama","iguguno"
1881,"Singida","Mkalama","Miganga","singida","mkalama","miganga"
1882,"Singida","Mkalama","Matongo","singida","mkalama","matongo"
1883,"Singida","Mkalama","Kikhonda","singida","mkalama","kikhonda"
1884,"Tabora","Nzega","Puge","tabora","nzega","puge"
1885,"Tabora","Nzega","Nkiniziwa","tabora","nzega","nkiniziwa"
1886,"Tabora","Nzega","Budushi","tabora","nzega","budushi"
1887,"Tabora","Nzega","Mwakashanhala","tabora","nzega","mwakashanhala"
1888,"Tabora","Nzega","Tongi","tabora","nzega","tongi"
1889,"Tabora","Nzega","Mizibaziba","tabora","nzega","mizibaziba"
1890,"Tabora","Nzega","Milambo Itobo","tabora","nzega","milambo.itobo"
1891,"Tabora","Nzega","Magengati","tabora","nzega","magengati"
1892,"Tabora","Nzega","Ndala","tabora","nzega","ndala"
1893,"Tabora","Nzega","Nzega Mjini","tabora","nzega","nzega.mjini"
1894,"Tabora","Nzega","Wela","tabora","nzega","wela"
1895,"Tabora","Nzega","Mbogwe","tabora","nzega","mbogwe"
1896,"Tabora","Nzega","Miguwa","tabora","nzega","miguwa"
1897,"Tabora","Nzega","Itilo","tabora","nzega","itilo"
1898,"Tabora","Nzega","Muhugi","tabora","nzega","muhugi"
1899,"Tabora","Nzega","Utwigu","tabora","nzega","utwigu"
1900,"Tabora","Nzega","Ijanija","tabora","nzega","ijanija"
1901,"Tabora","Nzega","Nzegandogo","tabora","nzega","nzegandogo"
1902,"Tabora","Nzega","Lusu","tabora","nzega","lusu"
1903,"Tabora","Nzega","Nata","tabora","nzega","nata"
1904,"Tabora","Nzega","Isanzu","tabora","nzega","isanzu"
1905,"Tabora","Nzega","Itobo","tabora","nzega","itobo"
1906,"Tabora","Nzega","Mwangoye","tabora","nzega","mwangoye"
1907,"Tabora","Nzega","Sigili","tabora","nzega","sigili"
1908,"Tabora","Nzega","Mwamala","tabora","nzega","mwamala"
1909,"Tabora","Nzega","Igusule","tabora","nzega","igusule"
1910,"Tabora","Nzega","Shigamba","tabora","nzega","shigamba"
1911,"Tabora","Nzega","Kasela","tabora","nzega","kasela"
1912,"Tabora","Nzega","Karitu","tabora","nzega","karitu"
1913,"Tabora","Nzega","Bukene","tabora","nzega","bukene"
1914,"Tabora","Nzega","Mogwa","tabora","nzega","mogwa"
1915,"Tabora","Nzega","Mambali","tabora","nzega","mambali"
1916,"Tabora","Nzega","Kahamanhalanga","tabora","nzega","kahamanhalanga"
1917,"Tabora","Nzega","Uduka","tabora","nzega","uduka"
1918,"Tabora","Nzega","Semembela","tabora","nzega","semembela"
1919,"Tabora","Nzega","Isagenhe","tabora","nzega","isagenhe"
1920,"Tabora","Nzega","Ikindwa","tabora","nzega","ikindwa"
1921,"Tabora","Igunga","Igunga","tabora","igunga","igunga"
1922,"Tabora","Igunga","Itumba","tabora","igunga","itumba"
1923,"Tabora","Igunga","Bukoko","tabora","igunga","bukoko"
1924,"Tabora","Igunga","Isakamaliwa","tabora","igunga","isakamaliwa"
1925,"Tabora","Igunga","Nyandekwa","tabora","igunga","nyandekwa"
1926,"Tabora","Igunga","Nanga","tabora","igunga","nanga"
1927,"Tabora","Igunga","Nguvumoja","tabora","igunga","nguvumoja"
1928,"Tabora","Igunga","Mbutu","tabora","igunga","mbutu"
1929,"Tabora","Igunga","Kining'inila","tabora","igunga","kining.inila"
1930,"Tabora","Igunga","Igurubi","tabora","igunga","igurubi"
1931,"Tabora","Igunga","Mwamashimba","tabora","igunga","mwamashimba"
1932,"Tabora","Igunga","Kinungu","tabora","igunga","kinungu"
1933,"Tabora","Igunga","Ntobo","tabora","igunga","ntobo"
1934,"Tabora","Igunga","Itunduru","tabora","igunga","itunduru"
1935,"Tabora","Igunga","Mwamashiga","tabora","igunga","mwamashiga"
1936,"Tabora","Igunga","Choma","tabora","igunga","choma"
1937,"Tabora","Igunga","Mwashiku","tabora","igunga","mwashiku"
1938,"Tabora","Igunga","Ziba","tabora","igunga","ziba"
1939,"Tabora","Igunga","Ndembezi","tabora","igunga","ndembezi"
1940,"Tabora","Igunga","Nkinga","tabora","igunga","nkinga"
1941,"Tabora","Igunga","Ngulu","tabora","igunga","ngulu"
1942,"Tabora","Igunga","Simbo","tabora","igunga","simbo"
1943,"Tabora","Igunga","Igowero","tabora","igunga","igowero"
1944,"Tabora","Igunga","Mwisi","tabora","igunga","mwisi"
1945,"Tabora","Igunga","Chabutwa","tabora","igunga","chabutwa"
1946,"Tabora","Igunga","Sungwizi","tabora","igunga","sungwizi"
1947,"Tabora","Uyui","Lutende","tabora","uyui","lutende"
1948,"Tabora","Uyui","Kizengi","tabora","uyui","kizengi"
1949,"Tabora","Uyui","Goweko","tabora","uyui","goweko"
1950,"Tabora","Uyui","Igalula","tabora","uyui","igalula"
1951,"Tabora","Uyui","Ilolanguru","tabora","uyui","ilolanguru"
1952,"Tabora","Uyui","Mabama","tabora","uyui","mabama"
1953,"Tabora","Uyui","Ndono","tabora","uyui","ndono"
1954,"Tabora","Uyui","Ufuluma","tabora","uyui","ufuluma"
1955,"Tabora","Uyui","Usagari","tabora","uyui","usagari"
1956,"Tabora","Uyui","Ibiri","tabora","uyui","ibiri"
1957,"Tabora","Uyui","Bukumbi","tabora","uyui","bukumbi"
1958,"Tabora","Uyui","Ikongolo","tabora","uyui","ikongolo"
1959,"Tabora","Uyui","Upuge","tabora","uyui","upuge"
1960,"Tabora","Uyui","Magiri","tabora","uyui","magiri"
1961,"Tabora","Uyui","Isikizya","tabora","uyui","isikizya"
1962,"Tabora","Uyui","Shitage","tabora","uyui","shitage"
1963,"Tabora","Uyui","Loya","tabora","uyui","loya"
1964,"Tabora","Uyui","Miswaki","tabora","uyui","miswaki"
1965,"Tabora","Uyui","Tura","tabora","uyui","tura"
1966,"Tabora","Uyui","Nsololo","tabora","uyui","nsololo"
1967,"Tabora","Uyui","Kigwa","tabora","uyui","kigwa"
1968,"Tabora","Uyui","Miyenze","tabora","uyui","miyenze"
1969,"Tabora","Uyui","Nsimbo","tabora","uyui","nsimbo"
1970,"Tabora","Uyui","Ibelamilundi","tabora","uyui","ibelamilundi"
1971,"Tabora","Urambo","Kapilula","tabora","urambo","kapilula"
1972,"Tabora","Urambo","Urambo","tabora","urambo","urambo"
1973,"Tabora","Urambo","Vumilia","tabora","urambo","vumilia"
1974,"Tabora","Urambo","Muungano","tabora","urambo","muungano"
1975,"Tabora","Urambo","Songambele","tabora","urambo","songambele"
1976,"Tabora","Urambo","Uyogo","tabora","urambo","uyogo"
1977,"Tabora","Urambo","Kiloleni","tabora","urambo","kiloleni"
1978,"Tabora","Urambo","Ussoke","tabora","urambo","ussoke"
1979,"Tabora","Urambo","Uyumbu","tabora","urambo","uyumbu"
1980,"Tabora","Urambo","Ugalla","tabora","urambo","ugalla"
1981,"Tabora","Urambo","Usisya","tabora","urambo","usisya"
1982,"Tabora","Urambo","Utundu","tabora","urambo","utundu"
1983,"Tabora","Urambo","Kasisi","tabora","urambo","kasisi"
1984,"Tabora","Urambo","Imalamakoye","tabora","urambo","imalamakoye"
1985,"Tabora","Urambo","Nsenda","tabora","urambo","nsenda"
1986,"Tabora","Urambo","Ukondamoyo","tabora","urambo","ukondamoyo"
1987,"Tabora","Sikonge","Tutuo","tabora","sikonge","tutuo"
1988,"Tabora","Sikonge","Chabutwa","tabora","sikonge","chabutwa"
1989,"Tabora","Sikonge","Kaloleli","tabora","sikonge","kaloleli"
1990,"Tabora","Sikonge","Kipanga","tabora","sikonge","kipanga"
1991,"Tabora","Sikonge","Sikonge","tabora","sikonge","sikonge"
1992,"Tabora","Sikonge","Kitunda","tabora","sikonge","kitunda"
1993,"Tabora","Sikonge","Kiloli","tabora","sikonge","kiloli"
1994,"Tabora","Sikonge","Kipili","tabora","sikonge","kipili"
1995,"Tabora","Sikonge","Pangale","tabora","sikonge","pangale"
1996,"Tabora","Sikonge","Ipole","tabora","sikonge","ipole"
1997,"Tabora","Sikonge","Ngoywa","tabora","sikonge","ngoywa"
1998,"Tabora","Sikonge","Kisanga","tabora","sikonge","kisanga"
1999,"Tabora","Sikonge","Misheni","tabora","sikonge","misheni"
2000,"Tabora","Sikonge","Mole","tabora","sikonge","mole"
2001,"Tabora","Sikonge","Mpombwe","tabora","sikonge","mpombwe"
2002,"Tabora","Sikonge","Usunga","tabora","sikonge","usunga"
2003,"Tabora","Tabora Urban","Kanyenye","tabora","tabora.urban","kanyenye"
2004,"Tabora","Tabora Urban","Gongoni","tabora","tabora.urban","gongoni"
2005,"Tabora","Tabora Urban","Mbugani","tabora","tabora.urban","mbugani"
2006,"Tabora","Tabora Urban","Chemchem","tabora","tabora.urban","chemchem"
2007,"Tabora","Tabora Urban","Tambukareli","tabora","tabora.urban","tambukareli"
2008,"Tabora","Tabora Urban","Kiloleni","tabora","tabora.urban","kiloleni"
2009,"Tabora","Tabora Urban","Mtendeni","tabora","tabora.urban","mtendeni"
2010,"Tabora","Tabora Urban","Isevya","tabora","tabora.urban","isevya"
2011,"Tabora","Tabora Urban","Ipuli","tabora","tabora.urban","ipuli"
2012,"Tabora","Tabora Urban","Cheyo","tabora","tabora.urban","cheyo"
2013,"Tabora","Tabora Urban","Kitete","tabora","tabora.urban","kitete"
2014,"Tabora","Tabora Urban","Ng`ambo","tabora","tabora.urban","ng.ambo"
2015,"Tabora","Tabora Urban","Malolo","tabora","tabora.urban","malolo"
2016,"Tabora","Tabora Urban","Kakola","tabora","tabora.urban","kakola"
2017,"Tabora","Tabora Urban","Uyui","tabora","tabora.urban","uyui"
2018,"Tabora","Tabora Urban","Itonjanda","tabora","tabora.urban","itonjanda"
2019,"Tabora","Tabora Urban","Ndevelwa","tabora","tabora.urban","ndevelwa"
2020,"Tabora","Tabora Urban","Itetemia","tabora","tabora.urban","itetemia"
2021,"Tabora","Tabora Urban","Tumbi","tabora","tabora.urban","tumbi"
2022,"Tabora","Tabora Urban","Kalunde","tabora","tabora.urban","kalunde"
2023,"Tabora","Tabora Urban","Misha","tabora","tabora.urban","misha"
2024,"Tabora","Tabora Urban","Kabila","tabora","tabora.urban","kabila"
2025,"Tabora","Tabora Urban","Ikomwa","tabora","tabora.urban","ikomwa"
2026,"Tabora","Tabora Urban","Ifucha","tabora","tabora.urban","ifucha"
2027,"Tabora","Tabora Urban","Ntalikwa","tabora","tabora.urban","ntalikwa"
2028,"Tabora","Kaliua","Ukumbi Siganga","tabora","kaliua","ukumbi.siganga"
2029,"Tabora","Kaliua","Zugimlole","tabora","kaliua","zugimlole"
2030,"Tabora","Kaliua","Ushokola","tabora","kaliua","ushokola"
2031,"Tabora","Kaliua","Ugunga","tabora","kaliua","ugunga"
2032,"Tabora","Kaliua","Kaliua","tabora","kaliua","kaliua"
2033,"Tabora","Kaliua","Usinge","tabora","kaliua","usinge"
2034,"Tabora","Kaliua","Igagala","tabora","kaliua","igagala"
2035,"Tabora","Kaliua","Kamsekwa","tabora","kaliua","kamsekwa"
2036,"Tabora","Kaliua","Kazaroho","tabora","kaliua","kazaroho"
2037,"Tabora","Kaliua","Igwisi","tabora","kaliua","igwisi"
2038,"Tabora","Kaliua","Uyowa","tabora","kaliua","uyowa"
2039,"Tabora","Kaliua","Silambo","tabora","kaliua","silambo"
2040,"Tabora","Kaliua","Kashishi","tabora","kaliua","kashishi"
2041,"Tabora","Kaliua","Sasu","tabora","kaliua","sasu"
2042,"Tabora","Kaliua","Seleli","tabora","kaliua","seleli"
2043,"Tabora","Kaliua","Ichemba","tabora","kaliua","ichemba"
2044,"Tabora","Kaliua","Mwongozo","tabora","kaliua","mwongozo"
2045,"Tabora","Kaliua","Kanoge","tabora","kaliua","kanoge"
2046,"Tabora","Kaliua","Kanindo","tabora","kaliua","kanindo"
2047,"Tabora","Kaliua","Milambo","tabora","kaliua","milambo"
2048,"Tabora","Kaliua","Igombe Mkulu","tabora","kaliua","igombe.mkulu"
2049,"Rukwa","Kalambo","Kasanga","rukwa","kalambo","kasanga"
2050,"Rukwa","Kalambo","Mkowe","rukwa","kalambo","mkowe"
2051,"Rukwa","Kalambo","Msanzi","rukwa","kalambo","msanzi"
2052,"Rukwa","Kalambo","Matai","rukwa","kalambo","matai"
2053,"Rukwa","Kalambo","Sopa","rukwa","kalambo","sopa"
2054,"Rukwa","Kalambo","Mwazye","rukwa","kalambo","mwazye"
2055,"Rukwa","Kalambo","Katazi","rukwa","kalambo","katazi"
2056,"Rukwa","Kalambo","Mwimbi","rukwa","kalambo","mwimbi"
2057,"Rukwa","Kalambo","Mabwekenya","rukwa","kalambo","mabwekenya"
2058,"Rukwa","Kalambo","Mwembenkoswe","rukwa","kalambo","mwembenkoswe"
2059,"Rukwa","Kalambo","Legeza Mwendo","rukwa","kalambo","legeza.mwendo"
2060,"Rukwa","Kalambo","Ulumi","rukwa","kalambo","ulumi"
2061,"Rukwa","Kalambo","Mnamba","rukwa","kalambo","mnamba"
2062,"Rukwa","Kalambo","Katete","rukwa","kalambo","katete"
2063,"Rukwa","Kalambo","Kisumba","rukwa","kalambo","kisumba"
2064,"Rukwa","Kalambo","Mkali","rukwa","kalambo","mkali"
2065,"Rukwa","Kalambo","Kilesha","rukwa","kalambo","kilesha"
2066,"Rukwa","Sumbawanga","Mfinga","rukwa","sumbawanga","mfinga"
2067,"Rukwa","Sumbawanga","Laela","rukwa","sumbawanga","laela"
2068,"Rukwa","Sumbawanga","Muze","rukwa","sumbawanga","muze"
2069,"Rukwa","Sumbawanga","Mtowisa","rukwa","sumbawanga","mtowisa"
2070,"Rukwa","Sumbawanga","Milepa","rukwa","sumbawanga","milepa"
2071,"Rukwa","Sumbawanga","Sandulula","rukwa","sumbawanga","sandulula"
2072,"Rukwa","Sumbawanga","Kaengesa","rukwa","sumbawanga","kaengesa"
2073,"Rukwa","Sumbawanga","Mpui","rukwa","sumbawanga","mpui"
2074,"Rukwa","Sumbawanga","Msanda Muungano","rukwa","sumbawanga","msanda.muungano"
2075,"Rukwa","Sumbawanga","Ilemba","rukwa","sumbawanga","ilemba"
2076,"Rukwa","Sumbawanga","Kipeta","rukwa","sumbawanga","kipeta"
2077,"Rukwa","Sumbawanga","Kaoze","rukwa","sumbawanga","kaoze"
2078,"Rukwa","Sumbawanga","Miangalua","rukwa","sumbawanga","miangalua"
2079,"Rukwa","Sumbawanga","Kalambanzite","rukwa","sumbawanga","kalambanzite"
2080,"Rukwa","Sumbawanga","Lusaka","rukwa","sumbawanga","lusaka"
2081,"Rukwa","Nkasi","Korongwe","rukwa","nkasi","korongwe"
2082,"Rukwa","Nkasi","Mtenga","rukwa","nkasi","mtenga"
2083,"Rukwa","Nkasi","Mkwamba","rukwa","nkasi","mkwamba"
2084,"Rukwa","Nkasi","Chala","rukwa","nkasi","chala"
2085,"Rukwa","Nkasi","Kipande","rukwa","nkasi","kipande"
2086,"Rukwa","Nkasi","Isale","rukwa","nkasi","isale"
2087,"Rukwa","Nkasi","Kate","rukwa","nkasi","kate"
2088,"Rukwa","Nkasi","Sintali","rukwa","nkasi","sintali"
2089,"Rukwa","Nkasi","Kala","rukwa","nkasi","kala"
2090,"Rukwa","Nkasi","Wampembe","rukwa","nkasi","wampembe"
2091,"Rukwa","Nkasi","Ninde","rukwa","nkasi","ninde"
2092,"Rukwa","Nkasi","Kirando","rukwa","nkasi","kirando"
2093,"Rukwa","Nkasi","Kabwe","rukwa","nkasi","kabwe"
2094,"Rukwa","Nkasi","Kipili","rukwa","nkasi","kipili"
2095,"Rukwa","Nkasi","Nkandasi","rukwa","nkasi","nkandasi"
2096,"Rukwa","Nkasi","Namanyere","rukwa","nkasi","namanyere"
2097,"Rukwa","Nkasi","Nkomolo","rukwa","nkasi","nkomolo"
2098,"Rukwa","Sumbawanga Urban","Malangali","rukwa","sumbawanga.urban","malangali"
2099,"Rukwa","Sumbawanga Urban","Mazwi","rukwa","sumbawanga.urban","mazwi"
2100,"Rukwa","Sumbawanga Urban","Izia","rukwa","sumbawanga.urban","izia"
2101,"Rukwa","Sumbawanga Urban","Katandala","rukwa","sumbawanga.urban","katandala"
2102,"Rukwa","Sumbawanga Urban","Old Sumbawanga","rukwa","sumbawanga.urban","old.sumbawanga"
2103,"Rukwa","Sumbawanga Urban","Kizwite","rukwa","sumbawanga.urban","kizwite"
2104,"Rukwa","Sumbawanga Urban","Ntendo","rukwa","sumbawanga.urban","ntendo"
2105,"Rukwa","Sumbawanga Urban","Senga","rukwa","sumbawanga.urban","senga"
2106,"Rukwa","Sumbawanga Urban","Mollo","rukwa","sumbawanga.urban","mollo"
2107,"Rukwa","Sumbawanga Urban","Pito","rukwa","sumbawanga.urban","pito"
2108,"Rukwa","Sumbawanga Urban","Milanzi","rukwa","sumbawanga.urban","milanzi"
2109,"Rukwa","Sumbawanga Urban","Matanga","rukwa","sumbawanga.urban","matanga"
2110,"Rukwa","Sumbawanga Urban","Kasense","rukwa","sumbawanga.urban","kasense"
2111,"Rukwa","Sumbawanga Urban","Majengo","rukwa","sumbawanga.urban","majengo"
2112,"Rukwa","Sumbawanga Urban","Chanji","rukwa","sumbawanga.urban","chanji"
2113,"Kigoma","Kibondo","Misezero","kigoma","kibondo","misezero"
2114,"Kigoma","Kibondo","Bitare","kigoma","kibondo","bitare"
2115,"Kigoma","Kibondo","Kibondo","kigoma","kibondo","kibondo"
2116,"Kigoma","Kibondo","Murungu","kigoma","kibondo","murungu"
2117,"Kigoma","Kibondo","Busagara","kigoma","kibondo","busagara"
2118,"Kigoma","Kibondo","Rugongwe","kigoma","kibondo","rugongwe"
2119,"Kigoma","Kibondo","Busunzu","kigoma","kibondo","busunzu"
2120,"Kigoma","Kibondo","Kumsenga","kigoma","kibondo","kumsenga"
2121,"Kigoma","Kibondo","Kizazi","kigoma","kibondo","kizazi"
2122,"Kigoma","Kibondo","Mabamba","kigoma","kibondo","mabamba"
2123,"Kigoma","Kibondo","Bunyambo","kigoma","kibondo","bunyambo"
2124,"Kigoma","Kibondo","Itaba","kigoma","kibondo","itaba"
2125,"Kigoma","Kibondo","Kitahana","kigoma","kibondo","kitahana"
2126,"Kigoma","Kasulu","Kitanga","kigoma","kasulu","kitanga"
2127,"Kigoma","Kasulu","Heru Shingo","kigoma","kasulu","heru.shingo"
2128,"Kigoma","Kasulu","Nyamidaho","kigoma","kasulu","nyamidaho"
2129,"Kigoma","Kasulu","Kitagata","kigoma","kasulu","kitagata"
2130,"Kigoma","Kasulu","Nyachenda","kigoma","kasulu","nyachenda"
2131,"Kigoma","Kasulu","Buhoro","kigoma","kasulu","buhoro"
2132,"Kigoma","Kasulu","Nyamnyusi","kigoma","kasulu","nyamnyusi"
2133,"Kigoma","Kasulu","Nyakitonto","kigoma","kasulu","nyakitonto"
2134,"Kigoma","Kasulu","Kagerankanda","kigoma","kasulu","kagerankanda"
2135,"Kigoma","Kasulu","Kurugongo","kigoma","kasulu","kurugongo"
2136,"Kigoma","Kasulu","Rungwe Mpya","kigoma","kasulu","rungwe.mpya"
2137,"Kigoma","Kasulu","Asante Nyerere","kigoma","kasulu","asante.nyerere"
2138,"Kigoma","Kasulu","Titye","kigoma","kasulu","titye"
2139,"Kigoma","Kasulu","Shunguliba","kigoma","kasulu","shunguliba"
2140,"Kigoma","Kasulu","Muzye","kigoma","kasulu","muzye"
2141,"Kigoma","Kasulu","Bugaga","kigoma","kasulu","bugaga"
2142,"Kigoma","Kasulu","Kigembe","kigoma","kasulu","kigembe"
2143,"Kigoma","Kasulu","Rusesa","kigoma","kasulu","rusesa"
2144,"Kigoma","Kasulu","Kwaga","kigoma","kasulu","kwaga"
2145,"Kigoma","Kigoma","Kagunga","kigoma","kigoma","kagunga"
2146,"Kigoma","Kigoma","Mkigo","kigoma","kigoma","mkigo"
2147,"Kigoma","Kigoma","Mwamgongo","kigoma","kigoma","mwamgongo"
2148,"Kigoma","Kigoma","Kalinzi","kigoma","kigoma","kalinzi"
2149,"Kigoma","Kigoma","Bitale","kigoma","kigoma","bitale"
2150,"Kigoma","Kigoma","Mkongoro","kigoma","kigoma","mkongoro"
2151,"Kigoma","Kigoma","Mahembe","kigoma","kigoma","mahembe"
2152,"Kigoma","Kigoma","Matendo","kigoma","kigoma","matendo"
2153,"Kigoma","Kigoma","Mungonya","kigoma","kigoma","mungonya"
2154,"Kigoma","Kigoma","Kagongo","kigoma","kigoma","kagongo"
2155,"Kigoma","Kigoma","Mwandiga","kigoma","kigoma","mwandiga"
2156,"Kigoma","Kigoma  Urban","Gungu","kigoma","kigoma.urban","gungu"
2157,"Kigoma","Kigoma  Urban","Kibirizi","kigoma","kigoma.urban","kibirizi"
2158,"Kigoma","Kigoma  Urban","Buhanda","kigoma","kigoma.urban","buhanda"
2159,"Kigoma","Kigoma  Urban","Businde","kigoma","kigoma.urban","businde"
2160,"Kigoma","Kigoma  Urban","Machinjioni","kigoma","kigoma.urban","machinjioni"
2161,"Kigoma","Kigoma  Urban","Kagera","kigoma","kigoma.urban","kagera"
2162,"Kigoma","Kigoma  Urban","Kasimbu","kigoma","kigoma.urban","kasimbu"
2163,"Kigoma","Kigoma  Urban","Rubuga","kigoma","kigoma.urban","rubuga"
2164,"Kigoma","Kigoma  Urban","Kasingirima","kigoma","kigoma.urban","kasingirima"
2165,"Kigoma","Kigoma  Urban","Majengo","kigoma","kigoma.urban","majengo"
2166,"Kigoma","Kigoma  Urban","Kitongoni","kigoma","kigoma.urban","kitongoni"
2167,"Kigoma","Kigoma  Urban","Kipampa","kigoma","kigoma.urban","kipampa"
2168,"Kigoma","Kigoma  Urban","Rusimbi","kigoma","kigoma.urban","rusimbi"
2169,"Kigoma","Kigoma  Urban","Buzebazeba","kigoma","kigoma.urban","buzebazeba"
2170,"Kigoma","Kigoma  Urban","Mwanga Kusini","kigoma","kigoma.urban","mwanga.kusini"
2171,"Kigoma","Kigoma  Urban","Kigoma","kigoma","kigoma.urban","kigoma"
2172,"Kigoma","Kigoma  Urban","Bangwe","kigoma","kigoma.urban","bangwe"
2173,"Kigoma","Kigoma  Urban","Mwanga Kaskazini","kigoma","kigoma.urban","mwanga.kaskazini"
2174,"Kigoma","Kigoma  Urban","Katubuka","kigoma","kigoma.urban","katubuka"
2175,"Kigoma","Uvinza","Kalya","kigoma","uvinza","kalya"
2176,"Kigoma","Uvinza","Buhingu","kigoma","uvinza","buhingu"
2177,"Kigoma","Uvinza","Igalula","kigoma","uvinza","igalula"
2178,"Kigoma","Uvinza","Sigunga","kigoma","uvinza","sigunga"
2179,"Kigoma","Uvinza","Sunuka","kigoma","uvinza","sunuka"
2180,"Kigoma","Uvinza","Ilagala","kigoma","uvinza","ilagala"
2181,"Kigoma","Uvinza","Simbo","kigoma","uvinza","simbo"
2182,"Kigoma","Uvinza","Kandaga","kigoma","uvinza","kandaga"
2183,"Kigoma","Uvinza","Kazuramimba","kigoma","uvinza","kazuramimba"
2184,"Kigoma","Uvinza","Uvinza","kigoma","uvinza","uvinza"
2185,"Kigoma","Uvinza","Mganza","kigoma","uvinza","mganza"
2186,"Kigoma","Uvinza","Mtego wa Noti","kigoma","uvinza","mtego.wa.noti"
2187,"Kigoma","Uvinza","Nguruka","kigoma","uvinza","nguruka"
2188,"Kigoma","Uvinza","Itebula","kigoma","uvinza","itebula"
2189,"Kigoma","Buhigwe","Nyamugali","kigoma","buhigwe","nyamugali"
2190,"Kigoma","Buhigwe","Biharu","kigoma","buhigwe","biharu"
2191,"Kigoma","Buhigwe","Muyama","kigoma","buhigwe","muyama"
2192,"Kigoma","Buhigwe","Kajana","kigoma","buhigwe","kajana"
2193,"Kigoma","Buhigwe","Mugera","kigoma","buhigwe","mugera"
2194,"Kigoma","Buhigwe","Kilelema","kigoma","buhigwe","kilelema"
2195,"Kigoma","Buhigwe","Munyegera","kigoma","buhigwe","munyegera"
2196,"Kigoma","Buhigwe","Buhigwe","kigoma","buhigwe","buhigwe"
2197,"Kigoma","Buhigwe","Kibande","kigoma","buhigwe","kibande"
2198,"Kigoma","Buhigwe","Janda","kigoma","buhigwe","janda"
2199,"Kigoma","Buhigwe","Munzeze","kigoma","buhigwe","munzeze"
2200,"Kigoma","Buhigwe","Rusaba","kigoma","buhigwe","rusaba"
2201,"Kigoma","Buhigwe","Muhinda","kigoma","buhigwe","muhinda"
