fid,date,date.end,date.of.interview,date.final,country,region.final,district.final,ward.final,village.final,market.final,market.type,respondent.role,other.market.visited,number.markets.visited,trader,trade.pattern,gps.coordinates.of.the.market.final,unique.row.identifier.uuid.
1155758,2022-05-28,2022-05-30,2022-05-28,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Mfugaji wa mbuzi,0,0,0,NA,-10.6704023 38.8670304 364.24322509765625 4.931,84c22572-e05b-11ec-9416-9440c9ab47f0
1155759,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Mnunuzi,1,1,1,Kununua na kuuza mifugo,-11.1329333 38.49197 251.5 4.0,852b8f11-e05b-11ec-9416-9440c9ab47f0
1155760,2022-05-28,2022-05-30,2022-05-28,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Mfugaji wa kondoo,0,0,0,NA,-10.6716848 38.8678468 352.00982666015625 4.759,a67e0a6c-e05b-11ec-9416-9440c9ab47f0
1155761,2022-05-28,2022-05-30,2022-05-28,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Mfugaji,0,0,0,NA,-10.671692 38.8678416 339.2603759765625 4.931,8f63325f-e05b-11ec-9416-9440c9ab47f0
1155762,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,1,1,1,Kununua mifugo kwa wafugaji na minadani,-11.1329738 38.4919914 272.0 4.42,85b35d31-e05b-11ec-9416-9440c9ab47f0
1155763,2022-05-28,2022-05-30,2022-05-28,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Mfugaji,0,0,0,NA,-10.6717217 38.8678671 334.4371337890625 4.698,9bfb1167-e05b-11ec-9416-9440c9ab47f0
1155764,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1330075 38.4919779 284.5 4.24,a5c51ede-e05b-11ec-9416-9440c9ab47f0
1155765,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1330058 38.4921585 289.1 4.54,9e091688-e05b-11ec-9416-9440c9ab47f0
1155766,2022-05-28,2022-05-30,2022-05-28,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Mfugaji,0,0,0,NA,-10.6717223 38.8678595 336.05517578125 4.502,96ab0023-e05b-11ec-9416-9440c9ab47f0
1155767,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1329981 38.492211 288.9 4.14,89f242fb-e05b-11ec-9416-9440c9ab47f0
1155768,2022-05-28,2022-05-30,2022-05-29,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Mnunuzi,1,1,0,NA,-10.7177273 38.828325 397.4 4.475,95e51594-e05b-11ec-9416-9440c9ab47f0
1155769,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1417127 38.4931583 278.0 4.84,9eeece96-e05b-11ec-9416-9440c9ab47f0
1155770,2022-05-29,2022-05-30,2022-05-29,2022-05-29,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1417953 38.4930963 266.13116455078125 4.132,8702c561-e05b-11ec-9416-9440c9ab47f0
1155771,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Mnunuzi,1,1,1,Kununua mifugo kwa wafugaji na kuuza mnadami,-11.141724 38.4930835 275.1 5.0,9f80fdf0-e05b-11ec-9416-9440c9ab47f0
1155772,2022-05-28,2022-05-30,2022-05-29,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Mchuuzi,0,0,1,Ananunua kutoka masoko mbalimbali Kisha anawauzia wafugaji na wale wanaoenda kuchinja,-10.7177266 38.8283529 384.9 4.066,86279760-e05b-11ec-9416-9440c9ab47f0
1155773,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.141713 38.4930637 255.0 5.0,89a4ba55-e05b-11ec-9416-9440c9ab47f0
1155774,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuuzaji,0,0,1,Mbangala mbuyuni  _ maneme mnadani kuuza,-11.1329426 38.4918768 262.7152099609375 4.502,93ed0d73-e05b-11ec-9416-9440c9ab47f0
1155775,2022-05-28,2022-05-30,2022-05-29,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Mnunuzi na muuzaji,1,1,1,Anunua kutoka  mnavira analeta  la mtandi kisha anachukua wengine mtandi anapeleka nangoo kuwauzia wachinjaji na wafugaji,-10.7177246 38.8282908 385.1 4.933,88f91c34-e05b-11ec-9416-9440c9ab47f0
1155776,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.141691 38.4931636 269.0 4.95,a250e8b5-e05b-11ec-9416-9440c9ab47f0
1155777,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Mnunuzi,0,0,1,"Nanunua kwa wafugaji(mitumbati,lukula) pamoja na mnadani nanyumbu",-11.1329345 38.4919197 257.2520751953125 3.9,97bc8a26-e05b-11ec-9416-9440c9ab47f0
1155778,2022-05-28,2022-05-30,2022-05-29,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Mnunuzi na muuzaji,1,1,1,Anunua kutoka  nanyumbu analeta  la mtandi kisha anachukua wengine mtandi anapeleka mnavira kuwauzia wachinjaji na wafugaji,-10.7176898 38.8282762 383.9 4.82,8d509425-e05b-11ec-9416-9440c9ab47f0
1155779,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Dalali,0,0,0,NA,-11.1417415 38.4930565 230.9 5.0,96f9d457-e05b-11ec-9416-9440c9ab47f0
1155780,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1329663 38.4919106 257.1109619140625 4.776,888d327b-e05b-11ec-9416-9440c9ab47f0
1155781,2022-05-28,2022-05-30,2022-05-29,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Mnunuzi na muuzaji,0,0,0,NA,-10.7176917 38.8282633 382.7 4.4,877f2fc8-e05b-11ec-9416-9440c9ab47f0
1155782,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,1,2,1,Kununua mifugo vijijini mnadani na kuileta kwa ajili ya kuiuza mnadani,-11.1416114 38.4931378 259.4 4.78,9b005b62-e05b-11ec-9416-9440c9ab47f0
1155783,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuuzaji,0,0,0,NA,-11.1329502 38.491904 262.79180908203125 4.824,9f5e2129-e05b-11ec-9416-9440c9ab47f0
1155785,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1416811 38.4930656 252.4 4.74,8babb5b6-e05b-11ec-9416-9440c9ab47f0
1155786,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1329489 38.4918944 262.4129638671875 4.987,9fa0d146-e05b-11ec-9416-9440c9ab47f0
1155790,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1329462 38.4918954 261.9407958984375 4.347,9c1a0e7a-e05b-11ec-9416-9440c9ab47f0
1155791,2022-05-28,2022-05-30,2022-05-29,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Muuzaji,1,1,0,NA,-10.7173156 38.8259317 379.2 4.66,a59e625a-e05b-11ec-9416-9440c9ab47f0
1155792,2022-05-28,2022-05-30,2022-05-29,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Muuzaji,1,1,1,Ananunua vijijini na kuleta kuuzia wachuuzi,-10.7173241 38.8259021 379.1 4.98,90a96c70-e05b-11ec-9416-9440c9ab47f0
1155793,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1329713 38.4919708 268.05413818359375 4.645,9f35d1b7-e05b-11ec-9416-9440c9ab47f0
1155794,2022-05-28,2022-05-30,2022-05-29,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Muuzaji,0,0,0,NA,-10.7174151 38.8259208 375.1 5.0,a5634154-e05b-11ec-9416-9440c9ab47f0
1155795,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Mnunuzi,0,0,1,"Mnadani maneme, kupeleka masasi mjini",-11.1330096 38.4919751 271.912109375 4.055,9c763fe9-e05b-11ec-9416-9440c9ab47f0
1155796,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Mnunuzi,0,0,1,Nanyumbu mnadani  na hupeleka masasi,-11.1330049 38.49192 260.71435546875 4.561,9e7b0010-e05b-11ec-9416-9440c9ab47f0
1155797,2022-05-28,2022-05-30,2022-05-28,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Muuzaji,1,1,1,"Anunua kutoka  mnadani Newala,Iringa na Mbeya analeta kuuza chanikanguo kisha anachukua wengine anapeleka mnada wa nanyumbu kuwauzia wachinjaji na wafugaji",-10.6703072 38.8670153 398.5 4.966,95c47a3b-e05b-11ec-9416-9440c9ab47f0
1155798,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,1,Nanua mnadani nayumbu na kuuza  masasi mjini,-11.141743 38.4931194 258.9609375 4.99,9c39f3cb-e05b-11ec-9416-9440c9ab47f0
1155799,2022-05-28,2022-05-30,2022-05-28,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Mnunuzi,1,1,0,NA,-10.6704343 38.8670337 366.5 4.875,a55e45a1-e05b-11ec-9416-9440c9ab47f0
1155800,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,1,Nanunua  kijiji cha maneme na kupeleka mjini masasi kupitia maratani road,-11.1417637 38.493129 249.0360107421875 4.424,8f08d04c-e05b-11ec-9416-9440c9ab47f0
1155801,2022-05-28,2022-05-30,2022-05-28,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Muuzaji,1,1,1,Ananunua Newala anauza hapo hapo na wengine anawasafirisha mpaka chanikanguo ambapo anawauzia wafugaji na wachinjaji,-10.6704849 38.8670157 332.4 4.38,86203bf0-e05b-11ec-9416-9440c9ab47f0
1155802,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,1,Nanunua  mnadani maneme na kupeleka masasi machinjioni,-11.1417637 38.493129 249.0360107421875 4.424,8e3798cb-e05b-11ec-9416-9440c9ab47f0
1155803,2022-05-28,2022-05-30,2022-05-28,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Mnunuzi,0,0,0,NA,-10.6704238 38.8671214 348.9 4.8,9dfc8a60-e05b-11ec-9416-9440c9ab47f0
1155804,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1417754 38.4931456 248.7469482421875 4.561,9a4f6864-e05b-11ec-9416-9440c9ab47f0
1155805,2022-05-28,2022-05-30,2022-05-28,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Muuzaji na mnunuzi,1,1,1,Anaonunua mbuzi na kondoo kutoka kwenye mnadani Newala na Nanyumbu nakuwaleta Mwengemtapika Kisha kuwauzia wachuuzi na wafugaji,-10.6704733 38.8670655 368.0 4.55,a558f93b-e05b-11ec-9416-9440c9ab47f0
1155806,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuuzaji,1,1,1,Wanyama na nunua mnadani nanyumbu  na kupeleka masasi mjini,-11.1417745 38.493159 247.93994140625 4.288,9d589187-e05b-11ec-9416-9440c9ab47f0
1155807,2022-05-28,2022-05-30,2022-05-28,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Mnunuzi,0,0,0,NA,-10.6718147 38.8678499 346.4 4.45,8454c0ee-e05b-11ec-9416-9440c9ab47f0
1155808,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuuzaji,0,0,0,NA,-11.1417303 38.4930205 254.47052001953125 4.21,8d165745-e05b-11ec-9416-9440c9ab47f0
1155809,2022-05-28,2022-05-30,2022-05-28,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Muuzaji,1,2,0,NA,-10.671785 38.8678633 347.1 4.82,87a4ed08-e05b-11ec-9416-9440c9ab47f0
1155810,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1417141 38.4930428 256.024658203125 4.938,86139589-e05b-11ec-9416-9440c9ab47f0
1155811,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Mnunuzi,0,0,1,Mnadani nayumbu na kupeleka masasi mjini,-11.1417381 38.4930546 259.56304931640625 4.502,89b12a54-e05b-11ec-9416-9440c9ab47f0
1155812,2022-05-28,2022-05-30,2022-05-28,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Mnunuzi,1,1,0,NA,-10.6718656 38.8679036 363.0 4.78,861c2898-e05b-11ec-9416-9440c9ab47f0
1155813,2022-05-28,2022-05-30,2022-05-28,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Muuzaji,1,1,1,"Anunua maeneo tofauti (nanyumbu,Newala,dar )  kisha anaenda kuuzia mnadani",-10.6716513 38.8677999 366.3 4.583,9f4840ce-e05b-11ec-9416-9440c9ab47f0
1155814,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1417479 38.4930543 261.05316162109375 4.776,84f74c5a-e05b-11ec-9416-9440c9ab47f0
1155815,2022-05-28,2022-05-30,2022-05-28,2022-05-28,6,mtwara,masasi.township.authority,jida,mtandi.b,mtandi,1,Muuzaji na mnunuzi,1,1,1,Anunua mbuzi na kondoo kutoka mnadani ( Newala na Nanyumbu)  nakuwauzia watu vijijini (Masasi),-10.6717314 38.8676668 351.6 4.62,92ba35ef-e05b-11ec-9416-9440c9ab47f0
1155816,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1417419 38.4930538 260.1190185546875 4.347,9be6ea7a-e05b-11ec-9416-9440c9ab47f0
1155817,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1329852 38.492006 317.8 4.82,a4835393-e05b-11ec-9416-9440c9ab47f0
1155818,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.141729 38.4931034 264.1705322265625 4.853,857e1a9c-e05b-11ec-9416-9440c9ab47f0
1155819,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1330194 38.4918693 251.8 4.983,97ca6499-e05b-11ec-9416-9440c9ab47f0
1155820,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Mnunuzi,0,0,1,Mnadani nanyumbu na kupeleka masasi mjini,-11.141723 38.4931143 266.4140625 4.99,9b5fd39b-e05b-11ec-9416-9440c9ab47f0
1155821,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji na mnunuaji,1,1,1,Anunua vijijini na kwenye minada (tunduru) Kisha huuzia mnadani na nyumbani na anaonunua mnadani huwapeleka nyumbani wakati akisubiri tarehe ya mnada mwingine kwa ajili ya kuuza,-11.1329363 38.4918832 233.2 4.866,8df4d775-e05b-11ec-9416-9440c9ab47f0
1155822,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1329587 38.4918692 216.7 4.74,9ce54a8b-e05b-11ec-9416-9440c9ab47f0
1155823,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Mnunuzi,0,0,0,NA,-11.1329502 38.4920168 278.5 4.72,96e6ea5c-e05b-11ec-9416-9440c9ab47f0
1155824,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1330129 38.4919821 290.9 4.72,923da961-e05b-11ec-9416-9440c9ab47f0
1155825,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1330197 38.4919913 274.3 4.96,a52544ca-e05b-11ec-9416-9440c9ab47f0
1155826,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Mnunuzi,0,0,1,Ni mfugaji anayezalisha mbuzi na kondoo nyumbani na kuja kuuza mnadani,-11.132997 38.4919646 271.0 4.96,97c3b579-e05b-11ec-9416-9440c9ab47f0
1155827,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1329839 38.4919729 296.6 4.94,9b93013a-e05b-11ec-9416-9440c9ab47f0
1155828,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji na mnunuzi,1,1,1,Anunua mnadani nakuuzia mnada mwingine kisha anunua mbuzi na kondoo kwa ajili yakuwazalisha nyumbani,-11.1330221 38.4920635 300.2 4.6,845f4390-e05b-11ec-9416-9440c9ab47f0
1155829,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1330024 38.4919906 287.8 4.5,8e0284b6-e05b-11ec-9416-9440c9ab47f0
1155830,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1330965 38.4923329 287.7 4.2,86c61873-e05b-11ec-9416-9440c9ab47f0
1155831,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1331033 38.4923267 287.7 4.9,95347dd5-e05b-11ec-9416-9440c9ab47f0
1155832,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1417505 38.4932126 289.6 4.74,9e25f849-e05b-11ec-9416-9440c9ab47f0
1155833,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Mnunuzi,0,0,0,NA,-11.1416966 38.4931168 300.7 4.98,96598d7d-e05b-11ec-9416-9440c9ab47f0
1155834,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Mnunuzi,0,0,0,NA,-11.141595 38.493095 297.4 4.96,9c9ba6d9-e05b-11ec-9416-9440c9ab47f0
1155835,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Mununuaji,0,0,0,NA,-11.1416054 38.4930127 311.1 5.0,a49c815f-e05b-11ec-9416-9440c9ab47f0
1155836,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1416869 38.4931926 272.5 4.333,8f12d02a-e05b-11ec-9416-9440c9ab47f0
1155837,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Dalali,1,1,1,Anunua mbuzi na kondoo mnadani nakuwauzia hapo hapo mnadani Kisha anahamia kwenye mnada mwingine,-11.1417197 38.4931716 264.9 4.9,8b6282df-e05b-11ec-9416-9440c9ab47f0
1155838,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,mtwara,nanyumbu,nanyumbu,maneme,nanyumbu,1,Muuzaji,0,0,0,NA,-11.1417009 38.4931377 264.3 4.833,a66a15e5-e05b-11ec-9416-9440c9ab47f0
1156270,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Muuzaji,1,3,0,NA,-5.9080439 37.7817814 404.56323961733074 4.987,a107a595-e05b-11ec-9416-9440c9ab47f0
1156271,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Muuzaji,0,0,0,NA,-5.9080088 37.7818989 430.2574740370639 3.9,9b9b61e8-e05b-11ec-9416-9440c9ab47f0
1156272,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Muuzaji,0,0,0,NA,-5.9080646 37.7820629 423.4944269016105 4.824,a5c9201d-e05b-11ec-9416-9440c9ab47f0
1156273,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Muuzaji,1,3,0,NA,-5.9080972 37.7820725 430.98074397134303 4.094,99726902-e05b-11ec-9416-9440c9ab47f0
1156274,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Muuzaji,1,1,0,NA,-5.9080379 37.7821623 430.27132923792936 4.63,98c81140-e05b-11ec-9416-9440c9ab47f0
1156275,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Mfanyabiashara,1,5,1,Ununua mifugo kutoka minada ya awali na kupeleka mnada wa upili wa pugu uliopo ilala jijini Dar es salaam,-5.9080512 37.782114 428.9638267618738 4.094,934e98a9-e05b-11ec-9416-9440c9ab47f0
1156276,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Galagaja,1,2,0,NA,-5.9081101 37.7820565 427.7343360245348 3.9,8c95d882-e05b-11ec-9416-9440c9ab47f0
1156277,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Mnunuzi,1,3,0,NA,-5.9080904 37.7820441 429.5045026483259 4.801,97d6381a-e05b-11ec-9416-9440c9ab47f0
1156278,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Mnunuzi,1,4,0,NA,-5.9080818 37.7819965 432.2620838725865 4.63,8fedcdcd-e05b-11ec-9416-9440c9ab47f0
1156279,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Muuzaji,1,2,0,NA,-5.9080456 37.7820612 433.9380116304228 4.744,a54a97ff-e05b-11ec-9416-9440c9ab47f0
1156280,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Muuzaji,1,3,0,NA,-5.9080888 37.7822224 428.86136419016555 4.824,8b3df9c7-e05b-11ec-9416-9440c9ab47f0
1156281,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Mnunuzi,1,4,1,Ununua mifugo katika minada ya awali na kupeleka mnada wa upili wa pugu,-5.9081363 37.7818604 423.4915948269427 3.977,a6445aab-e05b-11ec-9416-9440c9ab47f0
1156282,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Mnunuzi,0,0,0,NA,-5.9081286 37.781855 423.35811089124167 4.132,9ec2fe95-e05b-11ec-9416-9440c9ab47f0
1156285,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Mnunuzi,1,1,0,NA,-5.9080707 37.7818877 443.83659296947775 3.9,94e75dac-e05b-11ec-9416-9440c9ab47f0
1156286,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Mnunuzi,1,2,0,NA,-5.9079743 37.7818397 438.82469115079624 4.288,84cfae10-e05b-11ec-9416-9440c9ab47f0
1156299,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Muuzaji Mifugo,0,0,0,NA,-5.9080421 37.7818301 418.8 4.34,8f53c22c-e05b-11ec-9416-9440c9ab47f0
1156300,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Mnunuzi,1,1,1,NA,-5.9079891 37.7818362 446.9 3.95,85a2a10c-e05b-11ec-9416-9440c9ab47f0
1156301,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Muuzaji,0,0,0,NA,-5.9079554 37.7818178 458.4 4.75,9a1a2a0c-e05b-11ec-9416-9440c9ab47f0
1156302,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Muuzaji,1,1,0,NA,-5.9080009 37.7820698 450.2 4.828,976d14b8-e05b-11ec-9416-9440c9ab47f0
1156303,2022-05-30,2022-05-30,2022-05-30,2022-05-30,6,morogoro,mvomero,kanga,mziha,mziha,1,Mnunuzi,1,2,1,Kuchunguza magonjwa kwanza,-5.9080042 37.7820922 449.6 4.7,9eea3c69-e05b-11ec-9416-9440c9ab47f0
