"","place","wdr.A","wdr.B","dist"
"536","gohe","gohee-kilindi.dc-tanga","kigombe-muheza.dc-tanga",0.323809523809524
"537","gohe","gohee-kilindi.dc-tanga","gombero-mkinga.dc-tanga",0.323809523809524
"538","handeni","handeni-handeni.dc-tanga","sindeni-handeni.dc-tanga",0.19047619047619
"539","handeni","handeni-tanga.cc-tanga","sindeni-handeni.dc-tanga",0.19047619047619
"540","kwarugulu","negolo-kilindi.dc-tanga","manolo-lushoto.dc-tanga",0.222222222222222
"541","kwarugulu","negolo-kilindi.dc-tanga","negero-kilindi.dc-tanga",0.222222222222222
"542","kwarugulu.nyumbani","negolo-kilindi.dc-tanga","manolo-lushoto.dc-tanga",0.222222222222222
"543","kwarugulu.nyumbani","negolo-kilindi.dc-tanga","negero-kilindi.dc-tanga",0.222222222222222
"544","megelo","megelo-kilindi.dc-tanga","negero-kilindi.dc-tanga",0.222222222222222
"545","saja","nagelo-handeni.dc-tanga","ngwelo-lushoto.dc-tanga",0.111111111111111
"546","saja","tanga-kilindi.dc-tanga","tangasisi-tanga.cc-tanga",0.148148148148148
"547","ikulimambo","uhenga-wanging.ombe.dc-njombe","ubena-makambako.tc-njombe",0.177777777777778
"548","makambako","makambako-makambako.tc-njombe","matamba-makete.dc-njombe",0.158730158730159
"549","makambako","makambako-njombe.dc-njombe","matamba-makete.dc-njombe",0.158730158730159
"550","mayale","mayale-wanging.ombe.dc-njombe","mbalatse-makete.dc-njombe",0.247222222222222
"551","ndapo","kinyika-makete.dc-njombe","kifanya-njombe.mc-njombe",0.19047619047619
"552","njombe","anasambaza.kata.mbali.mbali-njombe.dc-njombe","matamba-makete.dc-njombe",0.389770723104056
"553","njombe","chaugingi-njombe.dc-njombe","lugenge-njombe.mc-njombe",0.328042328042328
"554","njombe","njombe-njombe.dc-njombe","kijombe-wanging.ombe.dc-njombe",0.150793650793651
"555","uhenga","uhenga-wanging.ombe.dc-njombe","ubena-makambako.tc-njombe",0.177777777777778
"556","kalyalya","kalyalya-kigoma.dc-kigoma","kalya-uvinza.dc-kigoma",0.125
"557","lukoma","lukoma-uvinza.dc-kigoma","kigoma-kigoma.municipal.ujiji-kigoma",0.222222222222222
"558","kinyope","kinyope-lindi.dc-lindi","kikole-kilwa.dc-lindi",0.253968253968254
"559","kinyope.lindi","kinyope-lindi.dc-lindi","kikole-kilwa.dc-lindi",0.253968253968254
"560","nachingwea","nachingwea-nachingwea.dc-lindi","nachingwea-ruangwa.dc-lindi",0
"561","nachingwea","nachingwea-nachingwea.dc-lindi","nachingwea-lindi.mc-lindi",0
"562","namatumbusi","namatumbusi-nachingwea.dc-lindi","namatula-nachingwea.dc-lindi",0.234848484848485
"563","namatumbusi.nachingwea.nahoro.liwale.namajani.masasi","nang.ondo-nachingwea.dc-lindi","nangando-liwale.dc-lindi",0.187169312169312
"564","namatumbuzi","namatumbusi-nachingwea.dc-lindi","namatula-nachingwea.dc-lindi",0.234848484848485
"565","ndomoni","nachingwea-nachingwea.dc-lindi","nachingwea-ruangwa.dc-lindi",0
"566","ndomoni","nachingwea-nachingwea.dc-lindi","nachingwea-lindi.mc-lindi",0
"567","tanga.kilwa","zinga-kilwa.dc-lindi","mchinga-lindi.dc-lindi",0.20952380952381
"568","zinga.kibaoni","zinga-kilwa.dc-lindi","mchinga-lindi.dc-lindi",0.20952380952381
"569","zingakibaoni","zingakibaoni-kilwa.dc-lindi","tingi-kilwa.dc-lindi",0.288888888888889
"570","maswa","maswa-shinyanga.dc-shinyanga","masengwa-shinyanga.dc-shinyanga",0.125
"571","muhunze","kata-kishapu.dc-shinyanga","kinaga-kahama.tc-shinyanga",0.25
"572","mihale","mihale-bunda.dc-mara","mirare-rorya.dc-mara",0.222222222222222
"573","nyakiswa","nyakiswa-musoma.dc-mara","nyamuswa-bunda.dc-mara",0.166666666666667
"574","nyatwali","nyatwali-bunda.dc-mara","natta-serengeti.dc-mara",0.233333333333333
"575","serengeti","nyatwali-bunda.tc-mara","natta-serengeti.dc-mara",0.233333333333333
"576","serengeti","nyatwali-mara-mara","natta-serengeti.dc-mara",0.233333333333333
"577","msalama","songea-songea.dc-ruvuma","mkongotema-madaba.dc-ruvuma",0.222222222222222
"578","songea","songea-songea.dc-ruvuma","mkongotema-madaba.dc-ruvuma",0.222222222222222
"579","songea","songea-songea.mc-ruvuma","mkongotema-madaba.dc-ruvuma",0.222222222222222
"580","tunduru","tunduru-tunduru.dc-ruvuma","muhuruku-songea.dc-ruvuma",0.30952380952381
"581","tabora","tabora-tabora.mc-tabora","tambukareli-tabora.mc-tabora",0.304040404040404
