"fid (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","If yes, out of all the species that you sell, which species do you sell the most? (see mrktc_lkpothrspecies)","Unique Row Identifier (UUID)"
"1156986","1","1","1","e66f0f0b-e1ed-11ec-9416-9440c9ab47f0"
"1156987","1","1","1","f62b080d-e1ed-11ec-9416-9440c9ab47f0"
"1156988","1","1","1","e5c9d94f-e1ed-11ec-9416-9440c9ab47f0"
"1157004","1","1","1","055dcee0-eb5c-11ec-9416-9440c9ab47f0"
"1157008","1","1","1","fdc0654c-eb5b-11ec-9416-9440c9ab47f0"
"1157009","1","1","4","fb276b1a-eb5b-11ec-9416-9440c9ab47f0"
"1157015","1","1","1","f6010c92-eb5b-11ec-9416-9440c9ab47f0"
"1157018","1","1","1","096338cc-eb5c-11ec-9416-9440c9ab47f0"
"1157024","1","1","1","06875da9-eb5c-11ec-9416-9440c9ab47f0"
"1157033","1","1","1","12012eed-eb5c-11ec-9416-9440c9ab47f0"
"1157033","1","1","4","12013b3b-eb5c-11ec-9416-9440c9ab47f0"
"1157035","1","1","1","089b56e2-eb5c-11ec-9416-9440c9ab47f0"
"1157035","1","1","4","089b6445-eb5c-11ec-9416-9440c9ab47f0"
"1157036","1","1","1","0f5f5240-eb5c-11ec-9416-9440c9ab47f0"
"1157040","1","1","1","02875552-eb5c-11ec-9416-9440c9ab47f0"
"1157043","1","1","1","e6a5189a-eb5b-11ec-9416-9440c9ab47f0"
"1157045","1","1","1","05096ed6-eb5c-11ec-9416-9440c9ab47f0"
"1157270","1","1","4","1ff5e9eb-e2b7-11ec-9416-9440c9ab47f0"
"1157276","1","1","4","1daed355-e2b7-11ec-9416-9440c9ab47f0"
"1157277","1","1","4","0af874ad-e2b7-11ec-9416-9440c9ab47f0"
"1157280","1","1","1","1240acd1-e2b7-11ec-9416-9440c9ab47f0"
"1157280","1","1","4","124074f7-e2b7-11ec-9416-9440c9ab47f0"
"1157368","1","1","1","0bad75ce-e2b7-11ec-9416-9440c9ab47f0"
"1157369","1","1","1","1e2c1179-e2b7-11ec-9416-9440c9ab47f0"
"1157372","1","1","1","0f94e810-e2b7-11ec-9416-9440c9ab47f0"
"1157373","1","1","1","0d81aa0e-e2b7-11ec-9416-9440c9ab47f0"
"1157377","1","1","1","225f7522-e2b7-11ec-9416-9440c9ab47f0"
"1157396","1","1","1","1e6d39b7-e2b7-11ec-9416-9440c9ab47f0"
"1157401","1","1","4","151025ea-e2b7-11ec-9416-9440c9ab47f0"
"1157403","1","1","4","1acddc9c-e2b7-11ec-9416-9440c9ab47f0"
"1157535","1","1","1","261a50bc-e2b7-11ec-9416-9440c9ab47f0"
"1157543","1","1","1","2e7b20cb-e2b7-11ec-9416-9440c9ab47f0"
"1157599","1","1","1","551fb7d8-e380-11ec-9416-9440c9ab47f0"
"1157619","1","1","1","5455d0d9-e380-11ec-9416-9440c9ab47f0"
"1157674","1","1","1","57017683-e380-11ec-9416-9440c9ab47f0"
"1157691","1","1","1","49b17dd1-e380-11ec-9416-9440c9ab47f0"
"1157711","1","1","1","55c41174-e380-11ec-9416-9440c9ab47f0"
"1157728","1","1","1","4ebf0092-e380-11ec-9416-9440c9ab47f0"
"1157731","1","1","1","58c3e033-e380-11ec-9416-9440c9ab47f0"
"1157731","1","1","3","58c3edab-e380-11ec-9416-9440c9ab47f0"
"1157731","1","1","4","58c40cd5-e380-11ec-9416-9440c9ab47f0"
"1157782","1","1","4","48ffa9db-e380-11ec-9416-9440c9ab47f0"
"1157785","1","1","4","3b9b5f1a-e380-11ec-9416-9440c9ab47f0"
"1157888","1","1","1","0adc38f0-eb5c-11ec-9416-9440c9ab47f0"
"1157889","1","1","1","e9e75ca1-eb5b-11ec-9416-9440c9ab47f0"
"1157893","1","1","1","0a94f5eb-eb5c-11ec-9416-9440c9ab47f0"
"1157900","1","1","1","02bbde13-eb5c-11ec-9416-9440c9ab47f0"
"1157908","1","1","1","04c1b764-eb5c-11ec-9416-9440c9ab47f0"
"1157909","1","1","1","fc4a3f69-eb5b-11ec-9416-9440c9ab47f0"
"1157917","1","1","4","fc5db5ba-eb5b-11ec-9416-9440c9ab47f0"
"1157922","1","1","1","fd8b3aee-eb5b-11ec-9416-9440c9ab47f0"
"1157927","1","1","1","101a3740-eb5c-11ec-9416-9440c9ab47f0"
"1157935","1","1","1","fbdd6307-eb5b-11ec-9416-9440c9ab47f0"
"1157943","1","1","1","15494c3d-eb5c-11ec-9416-9440c9ab47f0"
"1157949","1","1","1","e8c14de1-eb5b-11ec-9416-9440c9ab47f0"
"1157950","1","1","1","05bf36ae-eb5c-11ec-9416-9440c9ab47f0"
"1157952","1","1","1","05dd98e9-eb5c-11ec-9416-9440c9ab47f0"
"1157955","1","1","1","0ad11c5f-eb5c-11ec-9416-9440c9ab47f0"
"1157956","1","1","1","05b33029-eb5c-11ec-9416-9440c9ab47f0"
"1157959","1","1","1","fbf2b87b-eb5b-11ec-9416-9440c9ab47f0"
"1158200","1","1","1","8621b35a-e449-11ec-9416-9440c9ab47f0"
"1158202","1","1","1","7d193671-e449-11ec-9416-9440c9ab47f0"
"1158208","1","1","1","80140c9f-e449-11ec-9416-9440c9ab47f0"
"1158211","1","1","1","7ebab4c7-e449-11ec-9416-9440c9ab47f0"
"1158241","1","1","4","85863d1b-e449-11ec-9416-9440c9ab47f0"
"1158265","1","1","4","85a6a21a-e449-11ec-9416-9440c9ab47f0"
"1158272","1","1","1","85e1f211-e449-11ec-9416-9440c9ab47f0"
"1158276","1","1","1","7b845346-e449-11ec-9416-9440c9ab47f0"
"1158277","1","1","1","87e210fd-e449-11ec-9416-9440c9ab47f0"
"1158278","1","1","1","7b520f22-e449-11ec-9416-9440c9ab47f0"
"1158279","1","1","1","76f9212f-e449-11ec-9416-9440c9ab47f0"
"1158288","1","1","1","8345ecbc-e449-11ec-9416-9440c9ab47f0"
"1158354","1","1","1","7c509937-e449-11ec-9416-9440c9ab47f0"
"1158355","1","1","1","6fcf2d61-e449-11ec-9416-9440c9ab47f0"
"1158357","1","1","1","8552585b-e449-11ec-9416-9440c9ab47f0"
"1158448","1","1","1","9aaf8402-e512-11ec-9416-9440c9ab47f0"
"1158450","1","1","1","a6da4cda-e512-11ec-9416-9440c9ab47f0"
"1158455","1","1","1","a3b45c27-e512-11ec-9416-9440c9ab47f0"
"1158471","1","1","1","98fab277-e512-11ec-9416-9440c9ab47f0"
"1158473","1","1","1","a0bb9e22-e512-11ec-9416-9440c9ab47f0"
"1158473","1","1","4","a0bbbeaa-e512-11ec-9416-9440c9ab47f0"
"1158474","1","1","1","a035d7b4-e512-11ec-9416-9440c9ab47f0"
"1158486","1","1","1","aad3acab-e512-11ec-9416-9440c9ab47f0"
"1158622","1","1","1","b17ec068-e512-11ec-9416-9440c9ab47f0"
"1158622","1","1","4","b17ed148-e512-11ec-9416-9440c9ab47f0"
"1158787","1","1","1","aedea7d9-e512-11ec-9416-9440c9ab47f0"
"1158914","1","1","1","9cff5113-e512-11ec-9416-9440c9ab47f0"
"1158956","1","1","1","9a277bfa-e512-11ec-9416-9440c9ab47f0"
"1158957","1","1","1","b1d94a97-e512-11ec-9416-9440c9ab47f0"
"1159028","1","1","1","c545bec3-e5db-11ec-9416-9440c9ab47f0"
"1159031","1","1","4","bc268693-e5db-11ec-9416-9440c9ab47f0"
"1159032","1","1","4","d4b6c789-e5db-11ec-9416-9440c9ab47f0"
"1159173","1","1","4","cfc22864-e5db-11ec-9416-9440c9ab47f0"
"1159200","1","1","1","b7716a26-e5db-11ec-9416-9440c9ab47f0"
"1159201","1","1","1","da9bcbad-e5db-11ec-9416-9440c9ab47f0"
"1159205","1","1","1","cdb48e0d-e5db-11ec-9416-9440c9ab47f0"
"1159206","1","1","1","b692c180-e5db-11ec-9416-9440c9ab47f0"
"1159206","1","1","4","b692cf5b-e5db-11ec-9416-9440c9ab47f0"
"1159212","1","1","1","de1dfcff-e5db-11ec-9416-9440c9ab47f0"
"1159214","1","1","1","bf67a94a-e5db-11ec-9416-9440c9ab47f0"
"1159215","1","1","1","d12d206e-e5db-11ec-9416-9440c9ab47f0"
"1159249","1","1","1","bf016dd1-e5db-11ec-9416-9440c9ab47f0"
"1159252","1","1","1","d5cc7bd8-e5db-11ec-9416-9440c9ab47f0"
"1159252","1","1","4","d5cc8758-e5db-11ec-9416-9440c9ab47f0"
"1159254","1","1","1","dc19c2ad-e5db-11ec-9416-9440c9ab47f0"
"1159298","1","1","1","cacf905d-e5db-11ec-9416-9440c9ab47f0"
"1159368","1","1","1","c0aaa312-e5db-11ec-9416-9440c9ab47f0"
"1159472","1","1","1","092ce205-e6a5-11ec-9416-9440c9ab47f0"
"1159477","1","1","1","013eebfd-e6a5-11ec-9416-9440c9ab47f0"
"1159824","1","1","1","f12d2387-e6a4-11ec-9416-9440c9ab47f0"
"1159824","1","1","4","f12d2ee7-e6a4-11ec-9416-9440c9ab47f0"
"1159831","1","1","1","ece5f298-e6a4-11ec-9416-9440c9ab47f0"
"1159868","1","1","1","f915b4ea-e6a4-11ec-9416-9440c9ab47f0"
"1159875","1","1","1","e7c8c277-e6a4-11ec-9416-9440c9ab47f0"
"1159877","1","1","1","05c35bde-e6a5-11ec-9416-9440c9ab47f0"
"1159883","1","1","1","e82266da-e6a4-11ec-9416-9440c9ab47f0"
"1159913","1","1","1","e83da39d-e6a4-11ec-9416-9440c9ab47f0"
"1159917","1","1","1","fac64005-e6a4-11ec-9416-9440c9ab47f0"
"1159920","1","1","1","ff5798f8-e6a4-11ec-9416-9440c9ab47f0"
"1159951","1","1","1","fa047b86-e6a4-11ec-9416-9440c9ab47f0"
"1159952","1","1","1","f65ad78a-e6a4-11ec-9416-9440c9ab47f0"
"1159953","1","1","1","ec871d86-e6a4-11ec-9416-9440c9ab47f0"
"1160004","1","1","4","2dba290d-e76e-11ec-9416-9440c9ab47f0"
"1160008","1","1","1","0a64f39f-e76e-11ec-9416-9440c9ab47f0"
"1160011","1","1","1","2745d1f2-e76e-11ec-9416-9440c9ab47f0"
"1160023","1","1","1","16426938-e76e-11ec-9416-9440c9ab47f0"
"1160028","1","1","1","35e38e6c-e76e-11ec-9416-9440c9ab47f0"
"1160032","1","1","1","279b4585-e76e-11ec-9416-9440c9ab47f0"
"1160115","1","1","1","1e8ee4a3-e76e-11ec-9416-9440c9ab47f0"
"1160157","1","1","1","2f9cc78b-e76e-11ec-9416-9440c9ab47f0"
"1160163","1","1","1","180b8850-e76e-11ec-9416-9440c9ab47f0"
"1160170","1","1","1","313306a6-e76e-11ec-9416-9440c9ab47f0"
"1160172","1","1","1","0ce18970-e76e-11ec-9416-9440c9ab47f0"
"1160175","1","1","1","3393115b-e76e-11ec-9416-9440c9ab47f0"
"1160215","1","1","4","0b3cc8eb-e76e-11ec-9416-9440c9ab47f0"
"1160216","1","1","4","32a33c23-e76e-11ec-9416-9440c9ab47f0"
"1160276","1","1","1","20f68b7f-e76e-11ec-9416-9440c9ab47f0"
"1160280","1","1","1","3741a87b-e76e-11ec-9416-9440c9ab47f0"
"1160422","1","1","4","3529b6d4-e837-11ec-9416-9440c9ab47f0"
"1160423","1","1","4","3c7c49f3-e837-11ec-9416-9440c9ab47f0"
"1160425","1","1","4","47a1b537-e837-11ec-9416-9440c9ab47f0"
"1160515","1","1","1","45dc9066-e837-11ec-9416-9440c9ab47f0"
"1160597","1","1","1","41759304-e837-11ec-9416-9440c9ab47f0"
"1160689","1","1","1","3a8e870e-e837-11ec-9416-9440c9ab47f0"
"1160693","1","1","1","4997f95e-e837-11ec-9416-9440c9ab47f0"
"1160698","1","1","1","58013f74-e837-11ec-9416-9440c9ab47f0"
"1160699","1","1","1","4ff86ffe-e837-11ec-9416-9440c9ab47f0"
"1160700","1","1","1","3b0a0967-e837-11ec-9416-9440c9ab47f0"
"1160702","1","1","1","63ceb0cc-e837-11ec-9416-9440c9ab47f0"
"1160705","1","1","1","4f95e7c2-e837-11ec-9416-9440c9ab47f0"
"1160706","1","1","1","63ae03db-e837-11ec-9416-9440c9ab47f0"
"1160707","1","1","1","504e3945-e837-11ec-9416-9440c9ab47f0"
"1160719","1","1","1","48907918-e837-11ec-9416-9440c9ab47f0"
"1160720","1","1","1","3b5863c7-e837-11ec-9416-9440c9ab47f0"
"1160722","1","1","1","3acbdffa-e837-11ec-9416-9440c9ab47f0"
"1160723","1","1","1","5dce9d5f-e837-11ec-9416-9440c9ab47f0"
"1160725","1","1","1","37d84ff2-e837-11ec-9416-9440c9ab47f0"
"1160729","1","1","1","41267224-e837-11ec-9416-9440c9ab47f0"
"1160735","1","1","1","4819c7e6-e837-11ec-9416-9440c9ab47f0"
"1160737","1","1","1","5fcf831e-e837-11ec-9416-9440c9ab47f0"
"1160741","1","1","1","3cc12af5-e837-11ec-9416-9440c9ab47f0"
"1160748","1","1","1","4cbd1c19-e837-11ec-9416-9440c9ab47f0"
"1160768","1","1","1","4b54bdef-e837-11ec-9416-9440c9ab47f0"
"1160791","1","1","4","155000ac-eb5c-11ec-9416-9440c9ab47f0"
"1160797","1","1","1","0e95ee43-eb5c-11ec-9416-9440c9ab47f0"
"1160798","1","1","1","eb84dbae-eb5b-11ec-9416-9440c9ab47f0"
"1160802","1","1","4","085adbbe-eb5c-11ec-9416-9440c9ab47f0"
"1160803","1","1","1","08e0b6ce-eb5c-11ec-9416-9440c9ab47f0"
"1160803","1","1","4","08e0c3ce-eb5c-11ec-9416-9440c9ab47f0"
"1160805","1","1","1","00e1ecc9-eb5c-11ec-9416-9440c9ab47f0"
"1160805","1","1","4","00e1fc68-eb5c-11ec-9416-9440c9ab47f0"
"1160806","1","1","1","ef616d91-eb5b-11ec-9416-9440c9ab47f0"
"1160806","1","1","4","ef617980-eb5b-11ec-9416-9440c9ab47f0"
"1160807","1","1","1","f525f00c-eb5b-11ec-9416-9440c9ab47f0"
"1160807","1","1","4","f525fd13-eb5b-11ec-9416-9440c9ab47f0"
"1160809","1","1","1","fb0cfc21-eb5b-11ec-9416-9440c9ab47f0"
"1160809","1","1","4","fb0d0981-eb5b-11ec-9416-9440c9ab47f0"
"1160810","1","1","1","fd0bc16a-eb5b-11ec-9416-9440c9ab47f0"
"1160810","1","1","4","fd0bcddf-eb5b-11ec-9416-9440c9ab47f0"
"1160843","1","1","1","3d806a24-e837-11ec-9416-9440c9ab47f0"
"1160850","1","1","1","5b548019-e837-11ec-9416-9440c9ab47f0"
"1160850","1","1","4","5b548e5e-e837-11ec-9416-9440c9ab47f0"
"1160851","1","1","1","598bfb1c-e837-11ec-9416-9440c9ab47f0"
"1161375","1","1","1","8b6581f0-e900-11ec-9416-9440c9ab47f0"
"1161376","1","1","1","7dd2a449-e900-11ec-9416-9440c9ab47f0"
"1161377","1","1","1","634e6eb0-e900-11ec-9416-9440c9ab47f0"
"1161378","1","1","4","6464dede-e900-11ec-9416-9440c9ab47f0"
"1161606","1","1","1","a19ee6c4-e9c9-11ec-9416-9440c9ab47f0"
"1161611","1","1","1","93d5ec70-e9c9-11ec-9416-9440c9ab47f0"
"1162008","1","1","1","cb3416b0-ea92-11ec-9416-9440c9ab47f0"
"1162018","1","1","1","cd489ab7-ea92-11ec-9416-9440c9ab47f0"
"1162019","1","1","1","bde6551e-ea92-11ec-9416-9440c9ab47f0"
"1162038","1","1","1","e5c4121e-ea92-11ec-9416-9440c9ab47f0"
"1162232","1","1","1","e6da42d7-eb5b-11ec-9416-9440c9ab47f0"
"1162234","1","1","1","e878ef7e-eb5b-11ec-9416-9440c9ab47f0"
"1162502","1","1","1","13266159-eb5c-11ec-9416-9440c9ab47f0"
"1162509","1","1","-66","08a027fc-eb5c-11ec-9416-9440c9ab47f0"
"1162509","1","1","1","08a0358a-eb5c-11ec-9416-9440c9ab47f0"
"1162514","1","1","1","09094437-eb5c-11ec-9416-9440c9ab47f0"
"1162622","1","1","1","047ce94b-eb5c-11ec-9416-9440c9ab47f0"
"1162626","1","1","1","0badd545-eb5c-11ec-9416-9440c9ab47f0"
"1162627","1","1","1","efd0ab12-eb5b-11ec-9416-9440c9ab47f0"
"1162627","1","1","4","efd0b6ef-eb5b-11ec-9416-9440c9ab47f0"
"1162632","1","1","1","0b099139-eb5c-11ec-9416-9440c9ab47f0"
"1162656","1","1","1","09d3b206-eb5c-11ec-9416-9440c9ab47f0"
"1162657","1","1","1","14f02fd4-eb5c-11ec-9416-9440c9ab47f0"
"1162666","1","1","1","17c87ca6-eb5c-11ec-9416-9440c9ab47f0"
"1162670","1","1","1","fadfaea5-eb5b-11ec-9416-9440c9ab47f0"
"1162671","1","1","1","0fc9b4b1-eb5c-11ec-9416-9440c9ab47f0"
"1162672","1","1","1","0fc3f6bf-eb5c-11ec-9416-9440c9ab47f0"
"1162678","1","1","1","fead72dd-eb5b-11ec-9416-9440c9ab47f0"
"1162685","1","1","1","0c4e9adb-eb5c-11ec-9416-9440c9ab47f0"
"1162929","1","1","1","33482f97-ec25-11ec-9416-9440c9ab47f0"
"1162938","1","1","1","261fdd3e-ec25-11ec-9416-9440c9ab47f0"
"1162942","1","1","1","2798efc5-ec25-11ec-9416-9440c9ab47f0"
"1162944","1","1","1","246384d2-ec25-11ec-9416-9440c9ab47f0"
"1162945","1","1","1","344c6358-ec25-11ec-9416-9440c9ab47f0"
"1162949","1","1","1","333d3aa6-ec25-11ec-9416-9440c9ab47f0"
"1163614","1","1","1","6f0a3b3e-ecee-11ec-9416-9440c9ab47f0"
"1163615","1","1","1","60a78f8f-ecee-11ec-9416-9440c9ab47f0"
"1163629","1","1","1","4cfe4ddd-ecee-11ec-9416-9440c9ab47f0"
"1167764","1","1","1","4e8c806c-f1a5-11ec-80af-9440c9ab47f0"
"1167766","1","1","1","42b06b44-f1a5-11ec-80af-9440c9ab47f0"
"1167767","1","1","1","4fffe1ec-f1a5-11ec-80af-9440c9ab47f0"
"1167769","1","1","1","58b4a01f-f1a5-11ec-80af-9440c9ab47f0"
"1167771","1","1","1","4c40f9b6-f1a5-11ec-80af-9440c9ab47f0"
"1167784","1","1","1","51e755af-f1a5-11ec-80af-9440c9ab47f0"
"1167785","1","1","1","490469d9-f1a5-11ec-80af-9440c9ab47f0"
"1167789","1","1","1","42e7639f-f1a5-11ec-80af-9440c9ab47f0"
"1167793","1","1","1","67cd56a2-f1a5-11ec-80af-9440c9ab47f0"
"1167800","1","1","1","69d1646e-f1a5-11ec-80af-9440c9ab47f0"
"1167802","1","1","1","5c6af473-f1a5-11ec-80af-9440c9ab47f0"
"1167806","1","1","1","63573c82-f1a5-11ec-80af-9440c9ab47f0"
"1178787","1","1","1","aed90360-0613-11ed-93e8-9440c9aa2200"
"1178788","1","1","1","c19fb927-0613-11ed-93e8-9440c9aa2200"
"1178790","1","1","1","b0060fe2-0613-11ed-93e8-9440c9aa2200"
"1181290","1","1","1","477e3522-0938-11ed-93e8-9440c9aa2200"
"1181291","1","1","1","57bfd366-0938-11ed-93e8-9440c9aa2200"
"1181291","1","1","5","57bfdd6f-0938-11ed-93e8-9440c9aa2200"
"1181292","1","1","1","4f4bb661-0938-11ed-93e8-9440c9aa2200"
"1182541","1","1","1","7d937852-0a01-11ed-93e8-9440c9aa2200"
"1182541","1","1","2","7d9382c1-0a01-11ed-93e8-9440c9aa2200"
"1182543","1","1","1","90cd069a-0a01-11ed-93e8-9440c9aa2200"
"1182543","1","1","2","90cd11d3-0a01-11ed-93e8-9440c9aa2200"
"1182543","1","1","5","90cd1c02-0a01-11ed-93e8-9440c9aa2200"
"1183054","1","1","1","a0f7cf7f-0aca-11ed-93e8-9440c9aa2200"
"1183055","1","1","1","8e7ba078-0aca-11ed-93e8-9440c9aa2200"
"1183058","1","1","1","a53182bb-0aca-11ed-93e8-9440c9aa2200"
"1183059","1","1","1","a29e0beb-0aca-11ed-93e8-9440c9aa2200"
"1183060","1","1","1","8b5401fb-0aca-11ed-93e8-9440c9aa2200"
"1183061","1","1","1","9e729182-0aca-11ed-93e8-9440c9aa2200"
"1183061","1","1","2","9e72a06b-0aca-11ed-93e8-9440c9aa2200"
"1183062","1","1","1","a14c32c1-0aca-11ed-93e8-9440c9aa2200"
"1183063","1","1","1","9e6b7f49-0aca-11ed-93e8-9440c9aa2200"
"1183063","1","1","2","9e6b8a46-0aca-11ed-93e8-9440c9aa2200"
"1183137","1","1","1","acee63a0-0aca-11ed-93e8-9440c9aa2200"
"1183140","1","1","1","afe6dffb-0aca-11ed-93e8-9440c9aa2200"
"1183360","1","1","1","be228a63-0b93-11ed-93e8-9440c9aa2200"
"1183360","1","1","2","be2295f2-0b93-11ed-93e8-9440c9aa2200"
"1183362","1","1","1","b342f5eb-0b93-11ed-93e8-9440c9aa2200"
"1183363","1","1","1","bb62b80b-0b93-11ed-93e8-9440c9aa2200"
"1183363","1","1","2","bb62fb83-0b93-11ed-93e8-9440c9aa2200"
"1183526","1","1","1","c9008fa7-0b93-11ed-93e8-9440c9aa2200"
"1183527","1","1","1","cb96c106-0b93-11ed-93e8-9440c9aa2200"
"1183528","1","1","1","babb3cd3-0b93-11ed-93e8-9440c9aa2200"
"1183529","1","1","1","d1571658-0b93-11ed-93e8-9440c9aa2200"
"1183529","1","1","2","d1571fba-0b93-11ed-93e8-9440c9aa2200"
"1183529","1","1","5","d15727b1-0b93-11ed-93e8-9440c9aa2200"
"1183531","1","1","1","b98d7eb9-0b93-11ed-93e8-9440c9aa2200"
"1183532","1","1","1","c48d06a8-0b93-11ed-93e8-9440c9aa2200"
"1183532","1","1","2","c48d121c-0b93-11ed-93e8-9440c9aa2200"
"1183766","1","1","1","cd04fd2f-0b93-11ed-93e8-9440c9aa2200"
"1185871","1","1","1","9bd47423-0f81-11ed-93e8-9440c9aa2200"
"1185873","1","1","1","96ca7b6f-0f81-11ed-93e8-9440c9aa2200"
"1185915","1","1","1","a01516c5-0f81-11ed-93e8-9440c9aa2200"
"1215635","1","1","1","b8c53a8b-4427-11ed-924d-040300000000"
"1215635","1","1","4","b8c54369-4427-11ed-924d-040300000000"
"1215639","1","1","1","b5a4023b-4427-11ed-924d-040300000000"
"1215640","1","1","1","a8b9dd8b-4427-11ed-924d-040300000000"
"1215640","1","1","4","a8b9fcc3-4427-11ed-924d-040300000000"
"1215642","1","1","1","c0d390be-4427-11ed-924d-040300000000"
"1215643","1","1","1","b50accc7-4427-11ed-924d-040300000000"
"1215644","1","1","1","9ba10db9-4427-11ed-924d-040300000000"
"1215647","1","1","1","aff29d42-4427-11ed-924d-040300000000"
"1215652","1","1","1","be722763-4427-11ed-924d-040300000000"
"1215663","1","1","1","9a7c0f0d-4427-11ed-924d-040300000000"
"1215688","1","1","1","a6c5b575-4427-11ed-924d-040300000000"
"1215688","1","1","4","a6c5c6e6-4427-11ed-924d-040300000000"
"1215690","1","1","1","b2f7986d-4427-11ed-924d-040300000000"
"1215690","1","1","4","b2f7a1ba-4427-11ed-924d-040300000000"
"1215692","1","1","1","c68fe88b-4427-11ed-924d-040300000000"
"1215695","1","1","1","b7464350-4427-11ed-924d-040300000000"
"1215928","1","1","1","dc0c542b-44f0-11ed-924d-040300000000"
"1215931","1","1","1","06a46a60-44f1-11ed-924d-040300000000"
"1215938","1","1","1","03a3b788-44f1-11ed-924d-040300000000"
"1215939","1","1","1","faf15a86-44f0-11ed-924d-040300000000"
"1215940","1","1","1","e6f472b7-44f0-11ed-924d-040300000000"
"1215946","1","1","1","06b83a74-44f1-11ed-924d-040300000000"
"1215946","1","1","4","06b84156-44f1-11ed-924d-040300000000"
"1215951","1","1","1","ec7c42c0-44f0-11ed-924d-040300000000"
"1215951","1","1","4","ec7c4d22-44f0-11ed-924d-040300000000"
"1215952","1","1","4","099ec49b-44f1-11ed-924d-040300000000"
"1217199","1","1","1","9ff53a80-48de-11ed-924d-040300000000"
"1217200","1","1","1","c58ba178-48de-11ed-924d-040300000000"
"1217203","1","1","1","b7902cc7-48de-11ed-924d-040300000000"
"1217204","1","1","1","c12c354b-48de-11ed-924d-040300000000"
"1217205","1","1","1","abfeba5e-48de-11ed-924d-040300000000"
"1217219","1","1","1","ba84ac46-48de-11ed-924d-040300000000"
"1217220","1","1","1","b5ac506d-48de-11ed-924d-040300000000"
"1217221","1","1","1","c37ecbab-48de-11ed-924d-040300000000"
"1217222","1","1","1","9dfdbf52-48de-11ed-924d-040300000000"
"1217223","1","1","1","b5825684-48de-11ed-924d-040300000000"
"1217228","1","1","1","a7f8415b-48de-11ed-924d-040300000000"
"1217229","1","1","1","a85cdb71-48de-11ed-924d-040300000000"
"1217230","1","1","1","c69462ea-48de-11ed-924d-040300000000"
"1217231","1","1","1","b1b0a315-48de-11ed-924d-040300000000"
"1217232","1","1","1","bffc3357-48de-11ed-924d-040300000000"
"1217233","1","1","1","c3f7f733-48de-11ed-924d-040300000000"
"1217234","1","1","1","c1dccfea-48de-11ed-924d-040300000000"
"1217266","1","1","1","b3698043-48de-11ed-924d-040300000000"
"1217266","1","1","5","b369898d-48de-11ed-924d-040300000000"
"1217269","1","1","1","abb46c33-48de-11ed-924d-040300000000"
"1217270","1","1","1","af550212-48de-11ed-924d-040300000000"
"1217270","1","1","5","af550c9e-48de-11ed-924d-040300000000"
"1217271","1","1","1","c247fe06-48de-11ed-924d-040300000000"
"1217271","1","1","5","c2480837-48de-11ed-924d-040300000000"
"1217272","1","1","1","aa594798-48de-11ed-924d-040300000000"
"1217272","1","1","5","aa59537a-48de-11ed-924d-040300000000"
"1217274","1","1","1","a0b5399e-48de-11ed-924d-040300000000"
"1217277","1","1","1","aecd9300-48de-11ed-924d-040300000000"
"1217277","1","1","4","aecd88db-48de-11ed-924d-040300000000"
"1217279","1","1","1","b0ddb4dc-48de-11ed-924d-040300000000"
"1217283","1","1","4","b0a6aeea-48de-11ed-924d-040300000000"
"1217284","1","1","4","bff58541-48de-11ed-924d-040300000000"
"1217288","1","1","1","be885fea-48de-11ed-924d-040300000000"
"1217288","1","1","4","be886997-48de-11ed-924d-040300000000"
"1217290","1","1","-66","b8d32f80-48de-11ed-924d-040300000000"
"1217291","1","1","1","9b0fe4e1-48de-11ed-924d-040300000000"
"1217291","1","1","3","9b0fefdf-48de-11ed-924d-040300000000"
"1217291","1","1","4","9b0fcf08-48de-11ed-924d-040300000000"
"1217291","1","1","5","9b0fdb24-48de-11ed-924d-040300000000"
"1217293","1","1","1","a306380c-48de-11ed-924d-040300000000"
"1217293","1","1","4","a30642f0-48de-11ed-924d-040300000000"
"1217874","1","1","1","dd419958-49a7-11ed-924d-040300000000"
"1217874","1","1","4","dd41a2fe-49a7-11ed-924d-040300000000"
"1217875","1","1","1","de741ea9-49a7-11ed-924d-040300000000"
"1217875","1","1","4","de7427f2-49a7-11ed-924d-040300000000"
"1217889","1","1","4","f3af5890-49a7-11ed-924d-040300000000"
"1217897","1","1","1","d8c23af1-49a7-11ed-924d-040300000000"
"1217898","1","1","1","e7dd7735-49a7-11ed-924d-040300000000"
"1217899","1","1","1","f5dd0d0e-49a7-11ed-924d-040300000000"
"1217900","1","1","1","d627630c-49a7-11ed-924d-040300000000"
"1217901","1","1","1","e418e07a-49a7-11ed-924d-040300000000"
"1217902","1","1","1","dbadeeb9-49a7-11ed-924d-040300000000"
"1217906","1","1","1","f3dbe6d5-49a7-11ed-924d-040300000000"
"1217908","1","1","1","e07cc40e-49a7-11ed-924d-040300000000"
"1217909","1","1","1","d192d8f1-49a7-11ed-924d-040300000000"
"1217924","1","1","1","eda47b98-49a7-11ed-924d-040300000000"
"1217928","1","1","1","dd107ca0-49a7-11ed-924d-040300000000"
"1218205","1","1","1","6bdf03cb-4a71-11ed-924d-040300000000"
"1218208","1","1","1","6341c718-4a71-11ed-924d-040300000000"
"1218212","1","1","1","6657bbf9-4a71-11ed-924d-040300000000"
