"fid (see mrktc_idtable)","Unique Row ID","End time","Deviceid","Date","Country (see mrkta_lkpcountry)","Enumerator name (see mrkta_lkpenum)","Enter Password","Get selected staff current password","District/ Region (see mrkta_lkpregion)","Ward (see mrkta_lkpward)","Village","Date of interview","Interview code","Name of market","Type of market (see mrktc_lkpmrkt_type)","Respondent role","Gender of respondent (see mrktc_lkpresp_gender)","Respondent age (see mrktc_lkpresp_age)","13. Have you visited other markets to sell or buy sheep and goats in the past one month?","Number of other markets you have visited to sell or buy sheep and goats in the past one month","Researcher: Is this person a trader, meaning they buy and sell animals as a business?","14. What is your usual pattern of trading sheep and/or goats?","15. What are the main disease problems that you observe in the sheep and/or goats at this time?","16. Have you seen a disease with signs of nasal discharge, coughing, diarrhoea, eye discharge, sores in the mouth – in your own animals or someone else’s flock?","If yes, what is the local name of the disease?","Where did you see it?","When did you see it?","Did any animals die?","How many animals died?","What species died? (see mrktc_lkpdse_deathsspecies)","Other information?","Any other remarks?","GPS Coordinates of the market","Unique Row Identifier (UUID)"
"1159214","1","2022-06-06T16:17:52","collect:hpqIzISX3XLSNcsd","2022-06-06T00:00:00","6","759710018","759710018","759710018","70","700101","Wanging`ombe","2022-06-06","416","Wanging`ombe","1","Mfugaji","1","2","1","3","0","","Makamasi, kuharisha , kukohoa  mapele","1","Sijui","Zizi langu","2020-02-01","1","6","2","Tunahitaji chanjo","Hakuna","-8.851619 34.6426983 1412.449951171875 4.424","bf665c32-e5db-11ec-9416-9440c9ab47f0"
"1159215","1","2022-06-06T16:15:06","collect:hpqIzISX3XLSNcsd","2022-06-06T00:00:00","6","759710018","759710018","759710018","70","700101","Wanging`ombe","2022-06-06","418","Wanging`ombe","2","Mfugaji","1","3","1","2","1","Nakusanya  matemela na kuuza minadani","Inaugua kidogo inakufa","1","Kimeta  cha mbuzi","Matemela","2021-01-01","1","80","2","Tusaidiwe chanjo","Hakuna","-8.851648 34.642871 1429.0484619140625 4.716","d12cc8a7-e5db-11ec-9416-9440c9ab47f0"
"1159216","1","2022-06-06T16:16:09","collect:neX8hgmM6JNDOQU1","2022-06-06T00:00:00","6","782449164","782449164","782449164","70","700101","Wanging`ombe","2022-06-06","438","Wanging`ombe","1","Dalali","1","2","1","1","1","Anaenda kwa wafugaji na kununua,pia hununua mnadani na kuuza","Kuharisha","0","","","","","","","","Hakuna","-8.8515952 34.643195 1411.6213512559536 4.288","d645c4b0-e5db-11ec-9416-9440c9ab47f0"
"1159217","1","2022-06-06T16:16:30","collect:neX8hgmM6JNDOQU1","2022-06-06T00:00:00","6","782449164","782449164","782449164","70","700101","Wanging`ombe","2022-06-06","439","Wanging`ombe","1","Mfugaji","1","2","0","","0","","Minyoo","0","","","","","","","","Hakuna","-8.8515619 34.6430975 1412.201017136327 4.99","da1b19a8-e5db-11ec-9416-9440c9ab47f0"
"1159218","1","2022-06-06T16:15:29","collect:hpqIzISX3XLSNcsd","2022-06-06T00:00:00","6","759710018","759710018","759710018","70","700101","Wanging`ombe","2022-06-06","419","Wanging`ombe","1","Mfugaji","1","3","0","","0","","Ububuru mapafu lukulutu","1","Makong`o","Utiga","2022-05-01","1","8","2","Tupewe chanjo  na dawa","Dawa  ya  josho husaidia sana","-8.8515668 34.6436986 1420.8646240234375 4.744","bf2c96e4-e5db-11ec-9416-9440c9ab47f0"
"1159219","1","2022-06-06T16:17:06","collect:neX8hgmM6JNDOQU1","2022-06-06T00:00:00","6","782449164","782449164","782449164","70","700101","Wanging`ombe","2022-06-06","440","Wanging`ombe","1","Mnunuzi","1","2","1","1","1","Hununua kwa wafugaji na kuuza mnadani","Mafua,minyoo","0","","","","","","","","Hakuna","-8.8515796 34.643099 1406.781385083455 4.912","b6081021-e5db-11ec-9416-9440c9ab47f0"
"1159220","1","2022-06-06T16:17:27","collect:neX8hgmM6JNDOQU1","2022-06-06T00:00:00","6","782449164","782449164","782449164","70","700101","Wanging`ombe","2022-06-06","441","Wanging`ombe","1","Mfugaji","1","1","0","","0","","Kikohozi,mafua","0","","","","","","","","Hakuna","-8.8516048 34.6431472 1418.7674966147126 4.744","d750d9d8-e5db-11ec-9416-9440c9ab47f0"
"1159221","1","2022-06-06T16:17:58","collect:neX8hgmM6JNDOQU1","2022-06-06T00:00:00","6","782449164","782449164","782449164","70","700101","Wanging`ombe","2022-06-06","442","Wanging`ombe","1","Mfanyabiashara","1","1","1","2","1","Hununua kwa wafugaji mtaani huko na kuuza","Kizunguzungu,mapafu,vidonda kwenye miguu","1","Emukuje","Nyumbani","2022-02-01","1","40","1","Serikali itusaidie dawa,na maeneo ya malisho","Hakuna","-8.8515586 34.6431234 1411.3241648633575 3.977","d2bfb0db-e5db-11ec-9416-9440c9ab47f0"
"1159222","1","2022-06-06T16:18:05","collect:neX8hgmM6JNDOQU1","2022-06-06T00:00:00","6","782449164","782449164","782449164","70","700101","Wanging`ombe","2022-06-06","443","Wanging`ombe","1","Mfugaji","1","2","1","1","0","","Mafua,kikohozi,kuharisha","1","Olerobii","Nyumbani","2022-02-01","1","2","2","Serikali itusaidie dawa","Hakuna","-8.8515408 34.6431427 1409.4739836705298 4.898","d9a16efd-e5db-11ec-9416-9440c9ab47f0"
"1159223","1","2022-06-06T16:18:10","collect:neX8hgmM6JNDOQU1","2022-06-06T00:00:00","6","782449164","782449164","782449164","70","700101","Wanging`ombe","2022-06-06","444","Wanging`ombe","1","Mnunuzi","1","2","0","","0","","Kuharisha, minyoo","1","Homa","Nyumbani","2022-03-01","0","","","","Hakuna","-8.8515362 34.6431525 1386.4946893113759 4.63","c18d80e9-e5db-11ec-9416-9440c9ab47f0"
"1159224","1","2022-06-06T16:18:15","collect:neX8hgmM6JNDOQU1","2022-06-06T00:00:00","6","782449164","782449164","782449164","70","700101","Wanging`ombe","2022-06-06","446","Wanging`ombe","1","Mfugaji","2","2","0","","0","","Kuharisha, minyoo,mafua","1","","Nyumbani","2022-03-01","0","","","","Hakuna","-8.8515437 34.6431458 1386.2654027668711 4.63","db602452-e5db-11ec-9416-9440c9ab47f0"
"1159225","1","2022-06-06T16:18:21","collect:neX8hgmM6JNDOQU1","2022-06-06T00:00:00","6","782449164","782449164","782449164","70","700101","Wanging`ombe","2022-06-06","445","Wanging`ombe","1","Muuzaji","1","1","1","2","0","","Mafua,kikohozi","1","","Nyumbani,majirani","2022-04-01","0","","","","Hakuna","-8.8516069 34.6430176 1402.087335847251 4.898","c78f1d6c-e5db-11ec-9416-9440c9ab47f0"
"1159226","1","2022-06-06T16:18:26","collect:neX8hgmM6JNDOQU1","2022-06-06T00:00:00","6","782449164","782449164","782449164","70","700101","Wanging`ombe","2022-06-06","447","Wanging`ombe","1","Mfanyabiashara","1","2","1","3","1","Ananunua  kwa wafugaji na kuwaweka zizini na pia kuwaleta mnadani,pia hununua mnadani na kuuza","Kuharisha, kikohozi","","","","","","","","","Hakuna","-8.8515687 34.6430434 1392.9181745979186 4.288","c8f7f489-e5db-11ec-9416-9440c9ab47f0"
"1159227","1","2022-06-06T16:18:33","collect:neX8hgmM6JNDOQU1","2022-06-06T00:00:00","6","782449164","782449164","782449164","70","700101","Wanging`ombe","2022-06-06","448","Wanging`ombe","1","Mfugaji","1","2","0","","0","","Kuharisha,mafua,kikohozi","0","","","","","","","","Hakuna","-8.8515619 34.6430541 1403.6123889465084 4.63","c1a0cecf-e5db-11ec-9416-9440c9ab47f0"
"1159228","1","2022-06-06T16:18:38","collect:neX8hgmM6JNDOQU1","2022-06-06T00:00:00","6","782449164","782449164","782449164","70","700101","Wanging`ombe","2022-06-06","449","Wanging`ombe","1","Mnunuzi","1","1","1","1","0","","Mapafu","0","","","","","","","","Hakuna","-8.8516387 34.642743 1402.8443845501051 4.853","c539a386-e5db-11ec-9416-9440c9ab47f0"
"1159229","1","2022-06-06T16:18:45","collect:neX8hgmM6JNDOQU1","2022-06-06T00:00:00","6","782449164","782449164","782449164","70","700101","Wanging`ombe","2022-06-06","450","Wanging`ombe","1","Dalali","1","2","1","3","1","Hununua  mnadani na kusafirisha kwenda kuuza mjini makambako","Kuharisha,kikohozi","0","","","","","","","","Hakuna","-8.851639 34.6427441 1403.0383778580124 4.853","d969ffd9-e5db-11ec-9416-9440c9ab47f0"
"1159232","1","2022-06-06T16:16:44","collect:Gy6AWwm8bLGfhwj3","2022-06-06T00:00:00","6","752683045","752683045","752683045","70","700101","Wanging`ombe","2022-06-06","451","Wanging`ombe","1","Muuzaji","1","2","1","1","1","Nanunua mbuzi na kondoo kwa wafugaji ma minadani na kuuza","Mafua, vidonda mdomoni","1","Lugunzu","Nyumbani","2022-01-01","0","","","","Hakuna","-8.851705 34.6429608 1406.8868835121393 5.0","c2280545-e5db-11ec-9416-9440c9ab47f0"
"1159233","1","2022-06-06T16:17:01","collect:Gy6AWwm8bLGfhwj3","2022-06-06T00:00:00","6","752683045","752683045","752683045","70","700101","Wanging`ombe","2022-06-06","452","Wanging`ombe","1","Mnunuzi","1","2","1","1","0","","Kuharisha","1","Mapafu","Nyumbani","2018-05-01","1","2","2","Tunaomba chanjo ya mapafu","Hakuna","-8.8517327 34.6430158 1403.470512483269 5.0","df7e8cea-e5db-11ec-9416-9440c9ab47f0"
"1159235","1","2022-06-06T16:17:09","collect:Gy6AWwm8bLGfhwj3","2022-06-06T00:00:00","6","752683045","752683045","752683045","70","700101","Wanging`ombe","2022-06-06","453","Wanging`ombe","1","Muuzaji","1","1","1","1","0","","Mafua","0","","","","","","","","Hakuna","-8.8516367 34.6430254 1402.7856213320047 5.0","cdfbf073-e5db-11ec-9416-9440c9ab47f0"
"1159236","1","2022-06-06T16:17:16","collect:Gy6AWwm8bLGfhwj3","2022-06-06T00:00:00","6","752683045","752683045","752683045","70","700101","Wanging`ombe","2022-06-06","454","Wanging`ombe","1","Mnunuzi","1","2","1","3","1","Nanunua mifugo minadani na kuiuza kwa wachinjaji na wafugaji, nafanya shughuli za kilimo msimu wa kilimo","Ukurutu","1","Lumeme","Mnadani","2022-02-01","0","","","","Hakuna","-8.8516513 34.6430952 1406.2882077181712 5.0","d8646776-e5db-11ec-9416-9440c9ab47f0"
"1159237","1","2022-06-06T16:17:24","collect:Gy6AWwm8bLGfhwj3","2022-06-06T00:00:00","6","752683045","752683045","752683045","70","700101","Wanging`ombe","2022-06-06","455","Wanging`ombe","1","Mnunuzi","1","2","1","1","0","","Mafua","1","Mapafu","Nyumbani","2021-02-01","1","3","2","Serikali ituletee dawa ya kutibu","Hakuna","-8.8517148 34.6429341 1407.0272273300216 5.0","da6d95f2-e5db-11ec-9416-9440c9ab47f0"
"1159238","1","2022-06-06T16:17:32","collect:Gy6AWwm8bLGfhwj3","2022-06-06T00:00:00","6","752683045","752683045","752683045","70","700101","Wanging`ombe","2022-06-06","456","Wanging`ombe","1","Mnunuzi","1","1","0","","0","","Sina mifugo Nyumbani","0","","","","","","","","Kondoo amenunuliwa kwa ajili ya matambiko","-8.8515827 34.6429652 1402.4186765402555 5.0","d974581a-e5db-11ec-9416-9440c9ab47f0"
"1159239","1","2022-06-06T16:17:44","collect:Gy6AWwm8bLGfhwj3","2022-06-06T00:00:00","6","752683045","752683045","752683045","70","700101","Wanging`ombe","2022-06-06","457","Wanging`ombe","1","Mnunuzi","1","2","1","1","0","","Mafua","0","","","","","","","","Hakuna","-8.8516453 34.6430539 1402.4810675624758 5.0","dd757cc5-e5db-11ec-9416-9440c9ab47f0"
"1159240","1","2022-06-06T16:17:51","collect:Gy6AWwm8bLGfhwj3","2022-06-06T00:00:00","6","752683045","752683045","752683045","70","700101","Wanging`ombe","2022-06-06","458","Wanging`ombe","1","Mnunuzi","1","2","0","","0","","Ndiyo naanza kufuga","0","","","","","","","","Hakuna","-8.8519303 34.6428964 1417.052745975554 5.0","d88f5d7e-e5db-11ec-9416-9440c9ab47f0"
"1159241","1","2022-06-06T16:17:58","collect:Gy6AWwm8bLGfhwj3","2022-06-06T00:00:00","6","752683045","752683045","752683045","70","700101","Wanging`ombe","2022-06-06","459","Wanging`ombe","1","Mnunuzi","1","2","1","1","0","","Nanunua wanyama wa kufuga kwa mara ya kwanza","0","","","","","","","","Mnunuzi ndiyo ana anza kufuga","-8.8517359 34.6430105 1406.7644311003387 5.0","c40a6ac3-e5db-11ec-9416-9440c9ab47f0"
"1159242","1","2022-06-06T16:18:06","collect:Gy6AWwm8bLGfhwj3","2022-06-06T00:00:00","6","752683045","752683045","752683045","70","700101","Wanging`ombe","2022-06-06","460","Wanging`ombe","1","Muuzaji","1","2","0","","0","","Lugunzu","0","","","","","","","","Hakuna","-8.8516763 34.6430385 1413.8053656639531 5.0","c611c121-e5db-11ec-9416-9440c9ab47f0"
"1159243","1","2022-06-06T16:18:16","collect:Gy6AWwm8bLGfhwj3","2022-06-06T00:00:00","6","752683045","752683045","752683045","70","700101","Wanging`ombe","2022-06-06","461","Wanging`ombe","1","Muuzaji","1","2","0","","0","","Kukonda na kufa, minyoo na ukurutu","0","","","","","","","","Hakuna","-8.8522493 34.6427475 1405.9673973936588 5.0","d422f2d2-e5db-11ec-9416-9440c9ab47f0"
"1159244","1","2022-06-06T16:18:27","collect:Gy6AWwm8bLGfhwj3","2022-06-06T00:00:00","6","752683045","752683045","752683045","70","700101","Wanging`ombe","2022-06-06","462","Wanging`ombe","1","Mnunuzi","1","2","1","2","1","Nanunua mbuzi na kondoo minadani na vijijini na kuwa nenepesha na kuuza kwa wachinjaji","Mapele","0","","","","","","","","Hakuna","-8.8515998 34.6430217 1410.6198386298493 5.0","d5586e8f-e5db-11ec-9416-9440c9ab47f0"
"1159245","1","2022-06-06T16:18:35","collect:Gy6AWwm8bLGfhwj3","2022-06-06T00:00:00","6","752683045","752683045","752683045","70","700101","Wanging`ombe","2022-06-06","463","Wanging`ombe","1","Muuzaji","1","2","1","2","1","Nanunua mifugo minadani na kuwauza minadani na kwa wafugaji na wachinjaji nafanya kilimo kipindi cha masika","Emuyanierukipeu","1","Emuyanierukipeu","Kwenye zizi langu","2022-02-01","1","7","2","Tuletewe chanjo","Hakuna","-8.8512479 34.6428716 1408.9692353690043 5.0","cabbb8e6-e5db-11ec-9416-9440c9ab47f0"
"1159246","1","2022-06-06T16:18:57","collect:Gy6AWwm8bLGfhwj3","2022-06-06T00:00:00","6","752683045","752683045","752683045","70","700101","Wanging`ombe","2022-06-06","464","Wanging`ombe","1","Mnunuzi","1","2","0","","0","","Minyoo","0","","","","","","","","Hakuna","-8.8517079 34.6429615 1411.218157313764 5.0","c437e102-e5db-11ec-9416-9440c9ab47f0"
"1159247","1","2022-06-06T16:23:14","collect:GYbokO6HzSqgbTmz","2022-06-06T00:00:00","6","754026766","754026766","754026766","64","640105","Majembe","2022-06-06","292","Mkundi","1","Muuzaji","1","2","1","2","1","Nanunua mifugo kutoka kwa wafugaji, kuitunza nyumbani na baadae kuuza na kuchinja","","1","Sielewi","Nyumbani","2021-07-01","1","2","2","Mbuzi akifa na kupasuliwa mara kwa mara wanakutwa na maji kwenye mapafu","Ugonjwa wa sotoka upo ingawa taarifa hazifiki kutokana na upungufu wa wataalamu","-10.738343 39.119847 394.56640625 4.288","dca741ac-e5db-11ec-9416-9440c9ab47f0"
"1159248","1","2022-06-06T16:23:22","collect:GYbokO6HzSqgbTmz","2022-06-06T00:00:00","6","754026766","754026766","754026766","64","640105","Majembe","2022-06-06","293","Mkundi","1","Muuzaji","2","2","1","2","1","Nanunua mifugo kutoka sehemu mbalimbali na kuwauzia wachinjaji","Kutokwa machozi na mafua","0","","","","","","","","Hakuna","-10.7383478 39.1197378 388.76678466796875 4.269","d2764e79-e5db-11ec-9416-9440c9ab47f0"
"1159249","1","2022-06-06T16:23:29","collect:GYbokO6HzSqgbTmz","2022-06-06T00:00:00","6","754026766","754026766","754026766","64","640105","Majembe","2022-06-06","294","Mkundi","1","Mnunuzi","1","1","1","3","1","Kununua mbuzi na kondoo kutoka kwa wafugaji na kuiuza kwa wafugaji wengine au wachinjaji","Hakuna","0","","","","","","","","Hakuna","-10.7383246 39.1197748 389.242919921875 4.698","bf00807d-e5db-11ec-9416-9440c9ab47f0"
"1159250","1","2022-06-06T16:23:36","collect:GYbokO6HzSqgbTmz","2022-06-06T00:00:00","6","754026766","754026766","754026766","64","640105","Majembe","2022-06-06","295","Mkundi","1","Muuzaji","2","3","0","","0","","Hakuna","1","Mapafu","Nyumbani","2021-03-01","1","2","3","Mifugo tunayonunua Newala inawezekana ndiyo inatuletea magonjwa","Kuna uwezekano mkubwa wa mifugo kuambukizana magonjwa kutoka Newala na Masasi","-10.7383273 39.1197873 390.146484375 4.824","cfcc1718-e5db-11ec-9416-9440c9ab47f0"
"1159251","1","2022-06-06T16:23:42","collect:GYbokO6HzSqgbTmz","2022-06-06T00:00:00","6","754026766","754026766","754026766","64","640105","Majembe","2022-06-06","296","Mkundi","1","Dalali","1","1","1","2","0","","Mafua na kupungua uzito","0","","","","","","","","Hakuna","-10.7383688 39.1198555 381.2701416015625 4.347","dd5784f1-e5db-11ec-9416-9440c9ab47f0"
"1159252","1","2022-06-06T16:23:48","collect:GYbokO6HzSqgbTmz","2022-06-06T00:00:00","6","754026766","754026766","754026766","64","640120","Nagaga","2022-06-06","312","Namalenga","1","Muuzaji","1","2","1","2","1","Nanunua mbuzi na kondoo kutoka kwa wafugaji, kuitunza na baadae kuuzia wachinjaji na kuchinja mwenyewe","Mafua, matongotongo","1","Mamboko","Nyumbani","2021-01-01","1","3","3","Hakuna","Magonjwa  ya mifugo yanaenea kwa sababu ya mifugo kuchganyikana wakati wa malisho na kuuza","-10.9013798 39.110846 316.827392578125 4.094","d5cc0cf6-e5db-11ec-9416-9440c9ab47f0"
"1159253","1","2022-06-06T16:23:53","collect:GYbokO6HzSqgbTmz","2022-06-06T00:00:00","6","754026766","754026766","754026766","64","640120","Nagaga","2022-06-06","313","Nagaga","1","Muuzaji","2","2","1","2","0","","Hakuna kwa sasa","1","Mavila","Kijijini","2020-04-01","0","","","","Hakuna","-10.9014382 39.1108313 310.4459228515625 3.9","bb09d5ed-e5db-11ec-9416-9440c9ab47f0"
"1159254","1","2022-06-06T16:23:59","collect:GYbokO6HzSqgbTmz","2022-06-06T00:00:00","6","754026766","754026766","754026766","64","640120","Nagaga","2022-06-06","314","Nagaga","1","Muuzaji","1","3","1","1","0","","Kuharisha na mafua","1","Ugonjwa wa mapafu","Chikawe","2020-04-01","0","","","","Mchanganyiko wa mifugo ni mkubwa hivyo ni raisi kuenea kwa magonjwa","-10.9014471 39.1108538 312.9989013671875 4.094","dc193c72-e5db-11ec-9416-9440c9ab47f0"
"1159255","1","2022-06-06T16:24:06","collect:GYbokO6HzSqgbTmz","2022-06-06T00:00:00","6","754026766","754026766","754026766","64","640120","Nagaga","2022-06-06","315","Namalenga","1","Muuzaji","1","1","0","","0","","Hakuna","0","","","","","","","","Hakuna","-10.9014241 39.1107371 313.1845703125 4.347","cfd77ee5-e5db-11ec-9416-9440c9ab47f0"
"1159256","1","2022-06-06T16:24:13","collect:GYbokO6HzSqgbTmz","2022-06-06T00:00:00","6","754026766","754026766","754026766","64","640120","Nagaga","2022-06-06","316","Namalenga","1","Muuzaji","2","1","0","","0","","Machozi machoni","1","Mavila","Nyumbani hapa Nagaga","2020-03-01","0","","","","Hakuna","-10.9014014 39.1107959 315.644287109375 4.99","d8532bb5-e5db-11ec-9416-9440c9ab47f0"
"1159262","1","2022-06-06T17:00:52","collect:18LMO1RV5CgaSa1Y","2022-06-06T00:00:00","6","756804774","756804774","756804774","64","640105","Majembe","2022-06-06","282","Mkundi","1","Muuzaji","1","2","0","","1","Anunua mbuzi  mndani na Kisha kuuzia mnada mwingine lakini pia anunua kwa ajili ya kwenda kunenepesha na Kisha anachinja nakuuzia mwenyewe","Ugonjwa wa mapafu","1","Chikurukuta","Nyumbani kwake kwenye kundi la mbuzi","2022-01-01","0","","","","","-10.7383597 39.1198636 396.7 4.92","c4dd4abe-e5db-11ec-9416-9440c9ab47f0"
"1159263","1","2022-06-06T17:01:29","collect:18LMO1RV5CgaSa1Y","2022-06-06T00:00:00","6","756804774","756804774","756804774","64","640105","Majembe","2022-06-06","283","Mkundi","1","Muuzaji","1","2","0","","0","","Kuharisha","0","","","","","","","","","-10.7382174 39.1198817 396.9 4.983","d83064ac-e5db-11ec-9416-9440c9ab47f0"
"1159264","1","2022-06-06T17:02:35","collect:18LMO1RV5CgaSa1Y","2022-06-06T00:00:00","6","756804774","756804774","756804774","64","640105","Majembe","2022-06-06","284","Mkundi","1","Mnunuzi","1","2","1","1","0","","Mafua","1","Chikurukuta","Kwenye kundi la mbuzi wa jirani yake","2022-05-01","0","","","","","-10.7383055 39.1198462 398.5 4.85","c2be33f3-e5db-11ec-9416-9440c9ab47f0"
"1159265","1","2022-06-06T17:03:23","collect:18LMO1RV5CgaSa1Y","2022-06-06T00:00:00","6","756804774","756804774","756804774","64","640105","Majembe","2022-06-06","285","Mkundi","1","Muuzaji na mnunuzi","1","2","1","1","1","Anafanya biashara ya kununua na kuuza mbuzi minadani,anatoa mbuzi mnadani mmoja na kwenda kuuza mwingine","Kuharisha, mafua","1","Chikurukuta","Mndani","2022-05-01","0","","","","","-10.7383585 39.119756 402.4 4.8","cafe6c6c-e5db-11ec-9416-9440c9ab47f0"
"1159266","1","2022-06-06T17:04:09","collect:18LMO1RV5CgaSa1Y","2022-06-06T00:00:00","6","756804774","756804774","756804774","64","640105","Majembe","2022-06-06","286","Mkundi","1","Muuzaji","1","2","0","","0","","Mafua, matongotongo kuharisha","1","Chikurukuta","Mnadani na kwenye kundi la mbuzi nyumbani kwake","2022-04-01","1","1","2","Kuna mbuzi 10 alionunua mndani walivyofika nyumbani wote walianza kuumwa na mmoja alikufa","","-10.7383495 39.1198393 398.2 4.86","dd38a332-e5db-11ec-9416-9440c9ab47f0"
"1159267","1","2022-06-06T17:04:42","collect:18LMO1RV5CgaSa1Y","2022-06-06T00:00:00","6","756804774","756804774","756804774","64","640120","Nagaga","2022-06-06","302","Namalenga","1","Muuzaji","1","2","0","","0","","Vidonda mguuni","0","","","","","","","","","-10.9013202 39.1108525 329.6 4.36","cf350d80-e5db-11ec-9416-9440c9ab47f0"
"1159268","1","2022-06-06T17:05:24","collect:18LMO1RV5CgaSa1Y","2022-06-06T00:00:00","6","756804774","756804774","756804774","64","640120","Nagaga","2022-06-06","303","Nalemanga","1","Muuzaji","1","2","0","","1","Anunua mbuzi mndani na Kisha kuuzia mnada mwingine na wengine anapeleka nyumbani kwake anauzia hapo kipindi cha miezi ya kawaida analima","Ugonjwa wa mapafu, ugonjwa wa kwato","1","Ugonjwa wa mapafu","Nyumbani kwake kwenye kundi la mbuzi","2022-03-01","0","","","","","-10.9014088 39.1108475 324.6 4.7","d8a23997-e5db-11ec-9416-9440c9ab47f0"
"1159269","1","2022-06-06T17:06:04","collect:18LMO1RV5CgaSa1Y","2022-06-06T00:00:00","6","756804774","756804774","756804774","64","640120","Nagaga","2022-06-06","304","Namalenga","1","Muuzaji","1","2","0","","0","","Ugonjwa wa kwato","0","","","","","","","","","-10.9013447 39.110897 324.6 4.12","dd8b6fcc-e5db-11ec-9416-9440c9ab47f0"
"1159270","1","2022-06-06T17:06:39","collect:18LMO1RV5CgaSa1Y","2022-06-06T00:00:00","6","756804774","756804774","756804774","64","640120","Nagaga","2022-06-06","305","Namalenga","1","Mnunuzi","1","2","0","","0","","Mafua","1","Ugonjwa wa mapafu","Nyumbani kwake kwenye kundi la mbuzi","2022-03-01","0","","","","","-10.9014066 39.1107852 319.2 4.56","b94440e4-e5db-11ec-9416-9440c9ab47f0"
"1159271","1","2022-06-06T17:00:03","collect:18LMO1RV5CgaSa1Y","2022-06-06T00:00:00","6","756804774","756804774","756804774","64","640120","Nagaga","2022-06-06","286","Namalenga","1","Muuzaji","1","1","0","","0","","Ugonjwa wa kwato","0","","","","","","","","","-10.9013251 39.1108352 321.3 4.883","cb762fc3-e5db-11ec-9416-9440c9ab47f0"
"1159296","1","2022-06-06T18:43:05","collect:Jy6MC2Q77sywxvh8","2022-06-06T00:00:00","6","714128776","714128776","714128776","65","650124","Miyomboni ","2022-06-06","373","Mofu","1","Mnunuzi","1","2","1","2","0","","Madonda","0","","","","","","","","","-8.2775672 36.3237355 239.509033203125 3.9","df09c90a-e5db-11ec-9416-9440c9ab47f0"
"1159297","1","2022-06-06T18:47:02","collect:Jy6MC2Q77sywxvh8","2022-06-06T00:00:00","6","714128776","714128776","714128776","65","650124","Miyomboni","2022-06-06","374","Mofu","1","Muuzaji ","1","1","1","1","0","","Minyoo, ugonjwa wa miguu ","0","","","","","","","","","-8.2774805 36.3238358 246.86846923828125 4.094","d17d4cda-e5db-11ec-9416-9440c9ab47f0"
"1159298","1","2022-06-06T18:54:16","collect:Jy6MC2Q77sywxvh8","2022-06-06T00:00:00","6","714128776","714128776","714128776","65","650124","Miyomboni ","2022-06-06","375","Mofu","1","Dalali ","1","2","1","3","0","","Ugonjwa wa miguu ","0","","","","","","","","","-8.2770415 36.3239508 232.2777099609375 4.898","caceabd1-e5db-11ec-9416-9440c9ab47f0"
"1159299","1","2022-06-06T19:10:36","collect:Jy6MC2Q77sywxvh8","2022-06-06T00:00:00","6","714128776","714128776","714128776","65","650124","Miyomboni","2022-06-06","376","Mofu","1","Mfanyabiashara","1","2","1","2","0","","Minyoo, kuharisha","0","","","","","","","","","-8.2770623 36.3238472 235.085205078125 4.858","cd462dfd-e5db-11ec-9416-9440c9ab47f0"
"1159300","1","2022-06-06T19:12:33","collect:Jy6MC2Q77sywxvh8","2022-06-06T00:00:00","6","714128776","714128776","714128776","65","650124","Miyomboni ","2022-06-06","377","Mofu","1","Muuzaji","1","2","0","","0","","Kukohoa, kuharisha","0","","","","","","","","","-8.2770664 36.3238442 235.1746826171875 4.288","c8796a59-e5db-11ec-9416-9440c9ab47f0"
"1159342","1","2022-06-06T21:41:22","collect:rfbkodWJor8ysdEy","2022-06-06T00:00:00","6","716323825","716323825","716323825","64","640105","Majembe","2022-06-06","287","Mkundi","1","Mnunuzi","1","1","0","","0","","Mafua","1","Mafua","Mkululu","2022-05-01","1","2","3","Udhibiti wa magonjwa kwa chanjo ni muhimu","Minada inahitajika","-10.7383135 39.1197699 398.0 5.0","c8ab5725-e5db-11ec-9416-9440c9ab47f0"
"1159343","1","2022-06-06T10:45:13","collect:rfbkodWJor8ysdEy","2022-06-06T00:00:00","6","716323825","716323825","716323825","64","640105","Majembe","2022-06-06","288","Mkundi","1","Muuzaji","1","2","0","","0","","Kwato","1","Machozi machoni","Mnyambe","2022-03-01","0","","","","Muingiliano wa mifigo ni mkubwa baina ya Wilaya ya Masasi na Newala.","-10.738292 39.1197481 410.0 5.0","b97b78aa-e5db-11ec-9416-9440c9ab47f0"
"1159344","1","2022-06-06T10:49:56","collect:rfbkodWJor8ysdEy","2022-06-06T00:00:00","6","716323825","716323825","716323825","64","640105","Majembe","2022-06-06","289","Mkundi","1","Muuzaji","1","1","0","","0","","Majipu","0","","","","","","","","Mbuzi wengi wanaouzwa hapa wanatoka Newala.","-10.738279 39.1197189 408.0 5.0","bcc4c13a-e5db-11ec-9416-9440c9ab47f0"
"1159345","1","2022-06-06T10:55:44","collect:rfbkodWJor8ysdEy","2022-06-06T00:00:00","6","716323825","716323825","716323825","64","640105","Majembe","2022-06-06","290","Mkundi","1","Muuzaji","1","2","0","","0","","Mapafu","1","Kikohozi","Mkalenda","2021-10-01","1","3","3","Ugonjwa unaohusisha mapafu ni tatizo kwao.","Mnada rasmi wa mifugo unahitajika","-10.7383342 39.1198539 400.0 5.0","d3396694-e5db-11ec-9416-9440c9ab47f0"
