"fid (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","1. What are the activities that you are doing in this market today? (see mrktc_lkpmrkt_actvty)","Unique Row Identifier (UUID)"
"1157016","1","1","1","1147afea-eb5c-11ec-9416-9440c9ab47f0"
"1157017","1","1","2","ff039bef-eb5b-11ec-9416-9440c9ab47f0"
"1157018","1","1","1","096300a9-eb5c-11ec-9416-9440c9ab47f0"
"1157019","1","1","3","ffea36f9-eb5b-11ec-9416-9440c9ab47f0"
"1157020","1","1","3","14d60a83-eb5c-11ec-9416-9440c9ab47f0"
"1157021","1","1","1","16f4fee5-eb5c-11ec-9416-9440c9ab47f0"
"1157022","1","1","4","153032f0-eb5c-11ec-9416-9440c9ab47f0"
"1157023","1","1","2","06424e63-eb5c-11ec-9416-9440c9ab47f0"
"1157024","1","1","3","06874328-eb5c-11ec-9416-9440c9ab47f0"
"1157025","1","1","2","09f6a76a-eb5c-11ec-9416-9440c9ab47f0"
"1157033","1","1","3","12011256-eb5c-11ec-9416-9440c9ab47f0"
"1157035","1","1","1","089b3941-eb5c-11ec-9416-9440c9ab47f0"
"1157036","1","1","3","0f5f33d1-eb5c-11ec-9416-9440c9ab47f0"
"1157037","1","1","1","e8cc0b7a-eb5b-11ec-9416-9440c9ab47f0"
"1157038","1","1","1","0e621d03-eb5c-11ec-9416-9440c9ab47f0"
"1157039","1","1","1","f81bcb77-eb5b-11ec-9416-9440c9ab47f0"
"1157040","1","1","3","02871795-eb5c-11ec-9416-9440c9ab47f0"
"1157041","1","1","1","f00f03cd-eb5b-11ec-9416-9440c9ab47f0"
"1157042","1","1","1","fd4098d0-eb5b-11ec-9416-9440c9ab47f0"
"1157043","1","1","3","e6a4be89-eb5b-11ec-9416-9440c9ab47f0"
"1157044","1","1","4","066fd4f3-eb5c-11ec-9416-9440c9ab47f0"
"1157045","1","1","1","05095019-eb5c-11ec-9416-9440c9ab47f0"
"1157048","1","1","4","15e9e561-eb5c-11ec-9416-9440c9ab47f0"
"1157049","1","1","4","1024eca8-eb5c-11ec-9416-9440c9ab47f0"
"1157050","1","1","1","0df97077-eb5c-11ec-9416-9440c9ab47f0"
"1157051","1","1","4","1524aea3-eb5c-11ec-9416-9440c9ab47f0"
"1157052","1","1","4","fbe29b42-eb5b-11ec-9416-9440c9ab47f0"
"1157053","1","1","4","e821277c-eb5b-11ec-9416-9440c9ab47f0"
"1157054","1","1","2","1572de0a-eb5c-11ec-9416-9440c9ab47f0"
"1157054","1","1","3","1572eccd-eb5c-11ec-9416-9440c9ab47f0"
"1157055","1","1","1","f7d6dcdf-eb5b-11ec-9416-9440c9ab47f0"
"1157056","1","1","1","f1afccc4-eb5b-11ec-9416-9440c9ab47f0"
"1157057","1","1","1","13841862-eb5c-11ec-9416-9440c9ab47f0"
"1157058","1","1","4","05abea4c-eb5c-11ec-9416-9440c9ab47f0"
"1157201","1","1","4","208f9922-e2b7-11ec-9416-9440c9ab47f0"
"1157202","1","1","1","0f85b071-e2b7-11ec-9416-9440c9ab47f0"
"1157203","1","1","4","16ec703a-e2b7-11ec-9416-9440c9ab47f0"
"1157209","1","1","4","12c892db-e2b7-11ec-9416-9440c9ab47f0"
"1157210","1","1","3","1c81ffe7-e2b7-11ec-9416-9440c9ab47f0"
"1157268","1","1","1","14399083-e2b7-11ec-9416-9440c9ab47f0"
"1157268","1","1","3","1439a8f8-e2b7-11ec-9416-9440c9ab47f0"
"1157269","1","1","1","233df6f9-e2b7-11ec-9416-9440c9ab47f0"
"1157270","1","1","1","1ff5ce4c-e2b7-11ec-9416-9440c9ab47f0"
"1157271","1","1","2","1e429316-e2b7-11ec-9416-9440c9ab47f0"
"1157272","1","1","1","23bfb106-e2b7-11ec-9416-9440c9ab47f0"
"1157273","1","1","3","15fc9be7-e2b7-11ec-9416-9440c9ab47f0"
"1157274","1","1","4","1df87750-e2b7-11ec-9416-9440c9ab47f0"
"1157275","1","1","1","1997a77b-e2b7-11ec-9416-9440c9ab47f0"
"1157276","1","1","1","1dae71eb-e2b7-11ec-9416-9440c9ab47f0"
"1157276","1","1","4","1daea6cf-e2b7-11ec-9416-9440c9ab47f0"
"1157277","1","1","1","0af80a20-e2b7-11ec-9416-9440c9ab47f0"
"1157278","1","1","1","13bb4028-e2b7-11ec-9416-9440c9ab47f0"
"1157279","1","1","1","2925dc97-e2b7-11ec-9416-9440c9ab47f0"
"1157280","1","1","1","123fa3d3-e2b7-11ec-9416-9440c9ab47f0"
"1157280","1","1","3","123fe6bc-e2b7-11ec-9416-9440c9ab47f0"
"1157281","1","1","1","26af8e7c-e2b7-11ec-9416-9440c9ab47f0"
"1157282","1","1","3","1b846fa7-e2b7-11ec-9416-9440c9ab47f0"
"1157282","1","1","4","1b847ee2-e2b7-11ec-9416-9440c9ab47f0"
"1157283","1","1","1","1473d167-e2b7-11ec-9416-9440c9ab47f0"
"1157283","1","1","4","147420c6-e2b7-11ec-9416-9440c9ab47f0"
"1157284","1","1","1","13419376-e2b7-11ec-9416-9440c9ab47f0"
"1157285","1","1","1","2d6e0515-e2b7-11ec-9416-9440c9ab47f0"
"1157286","1","1","1","15e854a3-e2b7-11ec-9416-9440c9ab47f0"
"1157286","1","1","4","15e87186-e2b7-11ec-9416-9440c9ab47f0"
"1157287","1","1","1","26cb199b-e2b7-11ec-9416-9440c9ab47f0"
"1157288","1","1","1","2ada76d7-e2b7-11ec-9416-9440c9ab47f0"
"1157368","1","1","1","0bad0caf-e2b7-11ec-9416-9440c9ab47f0"
"1157369","1","1","2","1e2bf398-e2b7-11ec-9416-9440c9ab47f0"
"1157370","1","1","2","183f5f1e-e2b7-11ec-9416-9440c9ab47f0"
"1157371","1","1","2","21404604-e2b7-11ec-9416-9440c9ab47f0"
"1157372","1","1","2","0f94830a-e2b7-11ec-9416-9440c9ab47f0"
"1157373","1","1","1","0d813a1f-e2b7-11ec-9416-9440c9ab47f0"
"1157374","1","1","1","2ce1207f-e2b7-11ec-9416-9440c9ab47f0"
"1157375","1","1","2","2a7182bb-e2b7-11ec-9416-9440c9ab47f0"
"1157376","1","1","4","1e7c13d9-e2b7-11ec-9416-9440c9ab47f0"
"1157377","1","1","1","225f5580-e2b7-11ec-9416-9440c9ab47f0"
"1157378","1","1","2","23d38e72-e2b7-11ec-9416-9440c9ab47f0"
"1157379","1","1","1","287d562a-e2b7-11ec-9416-9440c9ab47f0"
"1157380","1","1","2","292b435a-e2b7-11ec-9416-9440c9ab47f0"
"1157396","1","1","1","1e6cc6dc-e2b7-11ec-9416-9440c9ab47f0"
"1157396","1","1","4","1e6d1098-e2b7-11ec-9416-9440c9ab47f0"
"1157397","1","1","1","21d6ab96-e2b7-11ec-9416-9440c9ab47f0"
"1157397","1","1","3","21d6ba55-e2b7-11ec-9416-9440c9ab47f0"
"1157398","1","1","1","18d3c2bf-e2b7-11ec-9416-9440c9ab47f0"
"1157399","1","1","1","10b5a713-e2b7-11ec-9416-9440c9ab47f0"
"1157400","1","1","1","1b480652-e2b7-11ec-9416-9440c9ab47f0"
"1157400","1","1","3","1b47f983-e2b7-11ec-9416-9440c9ab47f0"
"1157401","1","1","1","150ffe9e-e2b7-11ec-9416-9440c9ab47f0"
"1157401","1","1","3","15100b5c-e2b7-11ec-9416-9440c9ab47f0"
"1157402","1","1","1","201e2f38-e2b7-11ec-9416-9440c9ab47f0"
"1157402","1","1","3","201eaf51-e2b7-11ec-9416-9440c9ab47f0"
"1157403","1","1","1","1acdac9a-e2b7-11ec-9416-9440c9ab47f0"
"1157403","1","1","3","1acdb8e7-e2b7-11ec-9416-9440c9ab47f0"
"1157404","1","1","1","11450e0e-e2b7-11ec-9416-9440c9ab47f0"
"1157405","1","1","3","1983a562-e2b7-11ec-9416-9440c9ab47f0"
"1157406","1","1","1","2d2f6ea9-e2b7-11ec-9416-9440c9ab47f0"
"1157459","1","1","3","1b61183d-e2b7-11ec-9416-9440c9ab47f0"
"1157460","1","1","1","2ad2d530-e2b7-11ec-9416-9440c9ab47f0"
"1157461","1","1","1","2ec57cbc-e2b7-11ec-9416-9440c9ab47f0"
"1157462","1","1","1","0e234fc1-e2b7-11ec-9416-9440c9ab47f0"
"1157463","1","1","4","0b255d3d-e2b7-11ec-9416-9440c9ab47f0"
"1157464","1","1","3","28c41e51-e2b7-11ec-9416-9440c9ab47f0"
"1157465","1","1","4","2ce83469-e2b7-11ec-9416-9440c9ab47f0"
"1157466","1","1","1","2a855d80-e2b7-11ec-9416-9440c9ab47f0"
"1157467","1","1","4","18003811-e2b7-11ec-9416-9440c9ab47f0"
"1157468","1","1","1","1fffb1ac-e2b7-11ec-9416-9440c9ab47f0"
"1157469","1","1","2","229ec841-e2b7-11ec-9416-9440c9ab47f0"
"1157470","1","1","1","28220104-e2b7-11ec-9416-9440c9ab47f0"
"1157471","1","1","1","1938a44d-e2b7-11ec-9416-9440c9ab47f0"
"1157472","1","1","2","14698e69-e2b7-11ec-9416-9440c9ab47f0"
"1157473","1","1","2","19eaacb4-e2b7-11ec-9416-9440c9ab47f0"
"1157530","1","1","1","2b0167b0-e2b7-11ec-9416-9440c9ab47f0"
"1157531","1","1","4","2c883462-e2b7-11ec-9416-9440c9ab47f0"
"1157532","1","1","1","143117a3-e2b7-11ec-9416-9440c9ab47f0"
"1157533","1","1","1","14c97693-e2b7-11ec-9416-9440c9ab47f0"
"1157534","1","1","1","23c58c56-e2b7-11ec-9416-9440c9ab47f0"
"1157535","1","1","1","26199964-e2b7-11ec-9416-9440c9ab47f0"
"1157535","1","1","2","2619a80a-e2b7-11ec-9416-9440c9ab47f0"
"1157535","1","1","3","2619b678-e2b7-11ec-9416-9440c9ab47f0"
"1157535","1","1","4","2619d40f-e2b7-11ec-9416-9440c9ab47f0"
"1157536","1","1","4","24232a34-e2b7-11ec-9416-9440c9ab47f0"
"1157537","1","1","1","201a2f0f-e2b7-11ec-9416-9440c9ab47f0"
"1157538","1","1","4","2011fe6e-e2b7-11ec-9416-9440c9ab47f0"
"1157539","1","1","1","11fad8c1-e2b7-11ec-9416-9440c9ab47f0"
"1157539","1","1","2","11faf7f7-e2b7-11ec-9416-9440c9ab47f0"
"1157539","1","1","3","11fb19d3-e2b7-11ec-9416-9440c9ab47f0"
"1157539","1","1","4","11fb3cfe-e2b7-11ec-9416-9440c9ab47f0"
"1157540","1","1","3","2eb7106f-e2b7-11ec-9416-9440c9ab47f0"
"1157541","1","1","4","27a0d4e3-e2b7-11ec-9416-9440c9ab47f0"
"1157542","1","1","1","228a8164-e2b7-11ec-9416-9440c9ab47f0"
"1157543","1","1","1","2e7a9ccd-e2b7-11ec-9416-9440c9ab47f0"
"1157543","1","1","2","2e7aac1c-e2b7-11ec-9416-9440c9ab47f0"
"1157543","1","1","3","2e7abaf8-e2b7-11ec-9416-9440c9ab47f0"
"1157543","1","1","4","2e7ac894-e2b7-11ec-9416-9440c9ab47f0"
"1157544","1","1","4","13dd49e9-e2b7-11ec-9416-9440c9ab47f0"
"1157545","1","1","4","22dc7f49-e2b7-11ec-9416-9440c9ab47f0"
"1157599","1","1","3","551f7414-e380-11ec-9416-9440c9ab47f0"
"1157600","1","1","3","4307a525-e380-11ec-9416-9440c9ab47f0"
"1157601","1","1","1","5932eb50-e380-11ec-9416-9440c9ab47f0"
"1157602","1","1","-66","3a8b5f95-e380-11ec-9416-9440c9ab47f0"
"1157602","1","1","3","3a8b87d0-e380-11ec-9416-9440c9ab47f0"
"1157603","1","1","4","4e1f5545-e380-11ec-9416-9440c9ab47f0"
"1157604","1","1","3","516ae220-e380-11ec-9416-9440c9ab47f0"
"1157605","1","1","1","3599e0c8-e380-11ec-9416-9440c9ab47f0"
"1157606","1","1","1","3ac3f5d7-e380-11ec-9416-9440c9ab47f0"
"1157607","1","1","3","4c431c77-e380-11ec-9416-9440c9ab47f0"
"1157608","1","1","3","5084370e-e380-11ec-9416-9440c9ab47f0"
"1157609","1","1","1","36dfc181-e380-11ec-9416-9440c9ab47f0"
"1157610","1","1","2","538b5012-e380-11ec-9416-9440c9ab47f0"
"1157611","1","1","4","501db8b0-e380-11ec-9416-9440c9ab47f0"
"1157612","1","1","-66","4b4a38b3-e380-11ec-9416-9440c9ab47f0"
"1157618","1","1","1","492971aa-e380-11ec-9416-9440c9ab47f0"
"1157619","1","1","1","5455b80f-e380-11ec-9416-9440c9ab47f0"
"1157620","1","1","1","400a1c70-e380-11ec-9416-9440c9ab47f0"
"1157621","1","1","1","445bc785-e380-11ec-9416-9440c9ab47f0"
"1157622","1","1","1","56b09ef2-e380-11ec-9416-9440c9ab47f0"
"1157623","1","1","1","39bba707-e380-11ec-9416-9440c9ab47f0"
"1157624","1","1","1","50c85764-e380-11ec-9416-9440c9ab47f0"
"1157625","1","1","1","394ce4f9-e380-11ec-9416-9440c9ab47f0"
"1157626","1","1","1","562247f7-e380-11ec-9416-9440c9ab47f0"
"1157627","1","1","1","53707c68-e380-11ec-9416-9440c9ab47f0"
"1157628","1","1","4","40150516-e380-11ec-9416-9440c9ab47f0"
"1157629","1","1","1","4d8bf28c-e380-11ec-9416-9440c9ab47f0"
"1157630","1","1","4","3b377f44-e380-11ec-9416-9440c9ab47f0"
"1157631","1","1","1","40a098fc-e380-11ec-9416-9440c9ab47f0"
"1157632","1","1","1","34a62a29-e380-11ec-9416-9440c9ab47f0"
"1157671","1","1","1","535ba7ad-e380-11ec-9416-9440c9ab47f0"
"1157672","1","1","1","3da6a5d3-e380-11ec-9416-9440c9ab47f0"
"1157673","1","1","1","4d5c4d69-e380-11ec-9416-9440c9ab47f0"
"1157674","1","1","2","57015a89-e380-11ec-9416-9440c9ab47f0"
"1157675","1","1","1","5577b423-e380-11ec-9416-9440c9ab47f0"
"1157676","1","1","2","58571898-e380-11ec-9416-9440c9ab47f0"
"1157677","1","1","1","4d82faf2-e380-11ec-9416-9440c9ab47f0"
"1157678","1","1","4","3dfaa6cb-e380-11ec-9416-9440c9ab47f0"
"1157679","1","1","1","42a87107-e380-11ec-9416-9440c9ab47f0"
"1157680","1","1","1","4e643ff5-e380-11ec-9416-9440c9ab47f0"
"1157681","1","1","4","3688e73e-e380-11ec-9416-9440c9ab47f0"
"1157682","1","1","2","51f7f7b3-e380-11ec-9416-9440c9ab47f0"
"1157683","1","1","4","4f26e7ad-e380-11ec-9416-9440c9ab47f0"
"1157684","1","1","2","40938847-e380-11ec-9416-9440c9ab47f0"
"1157685","1","1","1","403f082f-e380-11ec-9416-9440c9ab47f0"
"1157689","1","1","1","44cc4ebb-e380-11ec-9416-9440c9ab47f0"
"1157690","1","1","1","3936c571-e380-11ec-9416-9440c9ab47f0"
"1157691","1","1","1","49b13714-e380-11ec-9416-9440c9ab47f0"
"1157691","1","1","3","49b14710-e380-11ec-9416-9440c9ab47f0"
"1157692","1","1","1","40ca4633-e380-11ec-9416-9440c9ab47f0"
"1157693","1","1","1","4019b227-e380-11ec-9416-9440c9ab47f0"
"1157693","1","1","4","4019bf80-e380-11ec-9416-9440c9ab47f0"
"1157694","1","1","1","511e66d4-e380-11ec-9416-9440c9ab47f0"
"1157694","1","1","4","511e7638-e380-11ec-9416-9440c9ab47f0"
"1157695","1","1","1","57919991-e380-11ec-9416-9440c9ab47f0"
"1157695","1","1","2","5791a86f-e380-11ec-9416-9440c9ab47f0"
"1157696","1","1","1","4ea5d301-e380-11ec-9416-9440c9ab47f0"
"1157697","1","1","1","49e26f77-e380-11ec-9416-9440c9ab47f0"
"1157698","1","1","1","3c0aca68-e380-11ec-9416-9440c9ab47f0"
"1157699","1","1","1","38e4b978-e380-11ec-9416-9440c9ab47f0"
"1157700","1","1","1","47c7b6fb-e380-11ec-9416-9440c9ab47f0"
"1157701","1","1","1","5231e71e-e380-11ec-9416-9440c9ab47f0"
"1157702","1","1","1","39a2a597-e380-11ec-9416-9440c9ab47f0"
"1157702","1","1","2","39a2b518-e380-11ec-9416-9440c9ab47f0"
"1157703","1","1","4","3ab24f72-e380-11ec-9416-9440c9ab47f0"
"1157704","1","1","1","3f57e43e-e380-11ec-9416-9440c9ab47f0"
"1157705","1","1","4","597b6a21-e380-11ec-9416-9440c9ab47f0"
"1157706","1","1","2","49a6eb35-e380-11ec-9416-9440c9ab47f0"
"1157707","1","1","1","4fdb83a8-e380-11ec-9416-9440c9ab47f0"
"1157711","1","1","3","55c3f7f1-e380-11ec-9416-9440c9ab47f0"
"1157712","1","1","3","45ac045e-e380-11ec-9416-9440c9ab47f0"
"1157713","1","1","1","3ff885a8-e380-11ec-9416-9440c9ab47f0"
"1157714","1","1","4","387754f7-e380-11ec-9416-9440c9ab47f0"
"1157715","1","1","1","38a36165-e380-11ec-9416-9440c9ab47f0"
"1157716","1","1","4","59e8816e-e380-11ec-9416-9440c9ab47f0"
"1157718","1","1","1","4646cee0-e380-11ec-9416-9440c9ab47f0"
"1157719","1","1","1","5a1f8222-e380-11ec-9416-9440c9ab47f0"
"1157720","1","1","1","498c72d7-e380-11ec-9416-9440c9ab47f0"
"1157721","1","1","3","4961f58f-e380-11ec-9416-9440c9ab47f0"
"1157722","1","1","1","3c06e5dd-e380-11ec-9416-9440c9ab47f0"
"1157726","1","1","4","46d80e6f-e380-11ec-9416-9440c9ab47f0"
"1157727","1","1","4","463b1c5c-e380-11ec-9416-9440c9ab47f0"
"1157728","1","1","1","4ebdc643-e380-11ec-9416-9440c9ab47f0"
"1157729","1","1","1","3b140e63-e380-11ec-9416-9440c9ab47f0"
"1157730","1","1","2","5301efa8-e380-11ec-9416-9440c9ab47f0"
"1157731","1","1","3","58c3c00e-e380-11ec-9416-9440c9ab47f0"
"1157732","1","1","1","54ceef7a-e380-11ec-9416-9440c9ab47f0"
"1157733","1","1","4","5336094f-e380-11ec-9416-9440c9ab47f0"
"1157734","1","1","3","3cb550e7-e380-11ec-9416-9440c9ab47f0"
"1157735","1","1","1","3d29ba43-e380-11ec-9416-9440c9ab47f0"
"1157736","1","1","-66","3ea3f289-e380-11ec-9416-9440c9ab47f0"
"1157737","1","1","1","37d49d09-e380-11ec-9416-9440c9ab47f0"
"1157738","1","1","4","4accc49c-e380-11ec-9416-9440c9ab47f0"
"1157739","1","1","4","4054590e-e380-11ec-9416-9440c9ab47f0"
"1157740","1","1","3","4533066f-e380-11ec-9416-9440c9ab47f0"
"1157781","1","1","1","52cb82e7-e380-11ec-9416-9440c9ab47f0"
"1157781","1","1","4","52cb92dc-e380-11ec-9416-9440c9ab47f0"
"1157782","1","1","1","48ff4f2b-e380-11ec-9416-9440c9ab47f0"
"1157783","1","1","4","471166ea-e380-11ec-9416-9440c9ab47f0"
"1157784","1","1","1","4637ad7b-e380-11ec-9416-9440c9ab47f0"
"1157785","1","1","1","3b9b1887-e380-11ec-9416-9440c9ab47f0"
"1157786","1","1","1","407e2317-e380-11ec-9416-9440c9ab47f0"
"1157786","1","1","4","407e3032-e380-11ec-9416-9440c9ab47f0"
"1157787","1","1","1","460ae62f-e380-11ec-9416-9440c9ab47f0"
"1157787","1","1","4","460af512-e380-11ec-9416-9440c9ab47f0"
"1157788","1","1","1","4791b369-e380-11ec-9416-9440c9ab47f0"
"1157789","1","1","2","46a1754a-e380-11ec-9416-9440c9ab47f0"
"1157790","1","1","4","58d30882-e380-11ec-9416-9440c9ab47f0"
"1157791","1","1","4","5ad3843e-e380-11ec-9416-9440c9ab47f0"
"1157792","1","1","1","4c8fd4ac-e380-11ec-9416-9440c9ab47f0"
"1157793","1","1","1","509262dd-e380-11ec-9416-9440c9ab47f0"
"1157794","1","1","4","46dd0adf-e380-11ec-9416-9440c9ab47f0"
"1157795","1","1","4","5aad72dd-e380-11ec-9416-9440c9ab47f0"
"1157796","1","1","4","408f2060-e380-11ec-9416-9440c9ab47f0"
"1157797","1","1","4","43820a36-e380-11ec-9416-9440c9ab47f0"
"1157798","1","1","1","46617644-e380-11ec-9416-9440c9ab47f0"
"1157799","1","1","4","35bf515f-e380-11ec-9416-9440c9ab47f0"
"1157800","1","1","1","42482053-e380-11ec-9416-9440c9ab47f0"
"1157801","1","1","1","3ed84290-e380-11ec-9416-9440c9ab47f0"
"1157885","1","1","3","16345237-eb5c-11ec-9416-9440c9ab47f0"
"1157886","1","1","4","f2303cd8-eb5b-11ec-9416-9440c9ab47f0"
"1157887","1","1","1","003ff48a-eb5c-11ec-9416-9440c9ab47f0"
"1157888","1","1","3","0adc1875-eb5c-11ec-9416-9440c9ab47f0"
"1157889","1","1","1","e9e69e02-eb5b-11ec-9416-9440c9ab47f0"
"1157890","1","1","1","04b5de2d-eb5c-11ec-9416-9440c9ab47f0"
"1157891","1","1","4","04a21b76-eb5c-11ec-9416-9440c9ab47f0"
"1157892","1","1","1","17d2f66f-eb5c-11ec-9416-9440c9ab47f0"
"1157893","1","1","1","0a94cde6-eb5c-11ec-9416-9440c9ab47f0"
"1157894","1","1","3","f0e92d71-eb5b-11ec-9416-9440c9ab47f0"
"1157895","1","1","2","efeb97f0-eb5b-11ec-9416-9440c9ab47f0"
"1157896","1","1","1","14d2f9ad-eb5c-11ec-9416-9440c9ab47f0"
"1157897","1","1","2","134636e2-eb5c-11ec-9416-9440c9ab47f0"
"1157898","1","1","1","f449d6bc-eb5b-11ec-9416-9440c9ab47f0"
"1157899","1","1","4","0a7c26fe-eb5c-11ec-9416-9440c9ab47f0"
"1157900","1","1","1","02bbbfbb-eb5c-11ec-9416-9440c9ab47f0"
"1157901","1","1","1","00a10e09-eb5c-11ec-9416-9440c9ab47f0"
"1157902","1","1","4","fd914ec1-eb5b-11ec-9416-9440c9ab47f0"
"1157903","1","1","1","148ee00a-eb5c-11ec-9416-9440c9ab47f0"
"1157904","1","1","3","ec822714-eb5b-11ec-9416-9440c9ab47f0"
"1157905","1","1","3","0072ba62-eb5c-11ec-9416-9440c9ab47f0"
"1157906","1","1","2","09a97211-eb5c-11ec-9416-9440c9ab47f0"
"1157907","1","1","3","f6c0ddf7-eb5b-11ec-9416-9440c9ab47f0"
"1157908","1","1","3","04c1984a-eb5c-11ec-9416-9440c9ab47f0"
"1157909","1","1","1","fc4a22d9-eb5b-11ec-9416-9440c9ab47f0"
"1157910","1","1","1","0d59e82f-eb5c-11ec-9416-9440c9ab47f0"
"1157911","1","1","4","f04e922e-eb5b-11ec-9416-9440c9ab47f0"
"1157912","1","1","3","085e4f73-eb5c-11ec-9416-9440c9ab47f0"
"1157913","1","1","1","f0642f7c-eb5b-11ec-9416-9440c9ab47f0"
"1157914","1","1","1","168f09b2-eb5c-11ec-9416-9440c9ab47f0"
"1157915","1","1","3","f7e0c85e-eb5b-11ec-9416-9440c9ab47f0"
"1157916","1","1","2","fe461088-eb5b-11ec-9416-9440c9ab47f0"
"1157917","1","1","1","fc5d9c35-eb5b-11ec-9416-9440c9ab47f0"
"1157918","1","1","1","f1f066b4-eb5b-11ec-9416-9440c9ab47f0"
"1157919","1","1","3","ea832e8e-eb5b-11ec-9416-9440c9ab47f0"
"1157920","1","1","2","0086cd07-eb5c-11ec-9416-9440c9ab47f0"
"1157921","1","1","1","f55a54f0-eb5b-11ec-9416-9440c9ab47f0"
"1157922","1","1","2","fd8b1bec-eb5b-11ec-9416-9440c9ab47f0"
"1157923","1","1","1","f4efbc0a-eb5b-11ec-9416-9440c9ab47f0"
"1157924","1","1","1","e90a7afa-eb5b-11ec-9416-9440c9ab47f0"
"1157925","1","1","4","fe49bd3b-eb5b-11ec-9416-9440c9ab47f0"
"1157926","1","1","3","0e720fce-eb5c-11ec-9416-9440c9ab47f0"
"1157927","1","1","3","101a1c22-eb5c-11ec-9416-9440c9ab47f0"
"1157928","1","1","2","176e767f-eb5c-11ec-9416-9440c9ab47f0"
"1157929","1","1","4","e918fc17-eb5b-11ec-9416-9440c9ab47f0"
"1157930","1","1","3","ee9e8b1c-eb5b-11ec-9416-9440c9ab47f0"
"1157931","1","1","3","12fdddff-eb5c-11ec-9416-9440c9ab47f0"
"1157932","1","1","1","154cab37-eb5c-11ec-9416-9440c9ab47f0"
"1157933","1","1","1","e81d29ee-eb5b-11ec-9416-9440c9ab47f0"
"1157934","1","1","3","117cf2cd-eb5c-11ec-9416-9440c9ab47f0"
"1157935","1","1","1","fbdcd16d-eb5b-11ec-9416-9440c9ab47f0"
"1157936","1","1","4","f863cfb7-eb5b-11ec-9416-9440c9ab47f0"
"1157937","1","1","1","03ff4807-eb5c-11ec-9416-9440c9ab47f0"
"1157938","1","1","3","0b6580bf-eb5c-11ec-9416-9440c9ab47f0"
"1157939","1","1","1","0bbe5226-eb5c-11ec-9416-9440c9ab47f0"
"1157940","1","1","3","0b99ca3d-eb5c-11ec-9416-9440c9ab47f0"
"1157941","1","1","1","f06cacd1-eb5b-11ec-9416-9440c9ab47f0"
"1157942","1","1","3","0f361a2b-eb5c-11ec-9416-9440c9ab47f0"
"1157943","1","1","1","15492900-eb5c-11ec-9416-9440c9ab47f0"
"1157944","1","1","3","0ccb502d-eb5c-11ec-9416-9440c9ab47f0"
"1157945","1","1","3","14aed203-eb5c-11ec-9416-9440c9ab47f0"
"1157946","1","1","1","0034b881-eb5c-11ec-9416-9440c9ab47f0"
"1157947","1","1","1","f0d2fb6d-eb5b-11ec-9416-9440c9ab47f0"
"1157948","1","1","2","f6a20fc3-eb5b-11ec-9416-9440c9ab47f0"
"1157949","1","1","1","e8c134f3-eb5b-11ec-9416-9440c9ab47f0"
"1157950","1","1","1","05bf1a09-eb5c-11ec-9416-9440c9ab47f0"
"1157951","1","1","1","11b4f3e6-eb5c-11ec-9416-9440c9ab47f0"
"1157952","1","1","1","05dd64e7-eb5c-11ec-9416-9440c9ab47f0"
"1157953","1","1","1","0822dc11-eb5c-11ec-9416-9440c9ab47f0"
"1157954","1","1","1","eef33811-eb5b-11ec-9416-9440c9ab47f0"
"1157955","1","1","1","0ad0f922-eb5c-11ec-9416-9440c9ab47f0"
"1157956","1","1","1","05b3061b-eb5c-11ec-9416-9440c9ab47f0"
"1157957","1","1","4","0ccee7f0-eb5c-11ec-9416-9440c9ab47f0"
"1157958","1","1","1","e9a93f79-eb5b-11ec-9416-9440c9ab47f0"
"1157959","1","1","1","fbf29d9f-eb5b-11ec-9416-9440c9ab47f0"
"1157972","1","1","4","eda5ac9a-eb5b-11ec-9416-9440c9ab47f0"
"1157973","1","1","4","fe2d8f66-eb5b-11ec-9416-9440c9ab47f0"
"1157974","1","1","4","fdd30bb1-eb5b-11ec-9416-9440c9ab47f0"
"1157975","1","1","1","02f0632b-eb5c-11ec-9416-9440c9ab47f0"
"1157976","1","1","1","09c22db4-eb5c-11ec-9416-9440c9ab47f0"
"1157977","1","1","1","124aefec-eb5c-11ec-9416-9440c9ab47f0"
"1157977","1","1","2","124afe5f-eb5c-11ec-9416-9440c9ab47f0"
"1157978","1","1","4","13e2bf07-eb5c-11ec-9416-9440c9ab47f0"
"1157979","1","1","2","f729f437-eb5b-11ec-9416-9440c9ab47f0"
"1157980","1","1","1","ee2a168e-eb5b-11ec-9416-9440c9ab47f0"
"1157981","1","1","1","ec89300a-eb5b-11ec-9416-9440c9ab47f0"
"1157982","1","1","1","fd65e539-eb5b-11ec-9416-9440c9ab47f0"
"1157983","1","1","4","f4a86134-eb5b-11ec-9416-9440c9ab47f0"
"1157984","1","1","4","1129bbdc-eb5c-11ec-9416-9440c9ab47f0"
"1157985","1","1","4","0651731f-eb5c-11ec-9416-9440c9ab47f0"
"1157986","1","1","4","ebba3623-eb5b-11ec-9416-9440c9ab47f0"
"1157989","1","1","1","0b03e998-eb5c-11ec-9416-9440c9ab47f0"
"1157990","1","1","4","eab1c7ca-eb5b-11ec-9416-9440c9ab47f0"
"1157991","1","1","1","0fb38327-eb5c-11ec-9416-9440c9ab47f0"
"1157992","1","1","4","15d59779-eb5c-11ec-9416-9440c9ab47f0"
